object,descriptor,supportRadius,similarity,tdOne,tdTwo,tSim
0021,RICI,0.050000,0.002341,0.005464,0.057420,0.058431
0021,RICI,0.100000,0.001652,0.005562,0.056968,0.060628
0021,RICI,0.500000,0.002404,0.005480,0.056545,0.053371
0021,RICI,1.000000,0.004725,0.005456,0.055277,0.049962
0021,RICI,1.500000,0.006935,0.005431,0.054969,0.049424
0021,RICI,2.000000,0.009480,0.005408,0.054793,0.049083
0021,RICI,5.000000,0.028291,0.005404,0.054844,0.048695
0021,RICI,10.000000,0.102150,0.005416,0.055839,0.048885
0021,RICI,50.000000,0.109415,0.005408,0.056069,0.048729
0021,QUICCI,0.050000,0.000000,0.006538,0.060178,0.025111
0021,QUICCI,0.100000,0.000000,0.006336,0.059479,0.025130
0021,QUICCI,0.500000,0.000000,0.006280,0.058662,0.024918
0021,QUICCI,1.000000,0.000000,0.006254,0.058675,0.024781
0021,QUICCI,1.500000,0.000000,0.006257,0.058273,0.024979
0021,QUICCI,2.000000,0.000000,0.006231,0.058095,0.024665
0021,QUICCI,5.000000,0.005388,0.006256,0.057945,0.024598
0021,QUICCI,10.000000,0.098638,0.006250,0.058030,0.024753
0021,QUICCI,50.000000,0.109415,0.006204,0.059355,0.024667
0021,SI,0.050000,0.000962,0.025006,0.074396,0.050407
0021,SI,0.100000,0.000555,0.038806,0.081559,0.051101
0021,SI,0.500000,0.000163,0.071018,0.083567,0.051012
0021,SI,1.000000,0.000130,0.081212,0.085519,0.049680
0021,SI,1.500000,0.000120,0.087012,0.084205,0.050449
0021,SI,2.000000,0.000114,0.088217,0.084071,0.048847
0021,SI,5.000000,0.000094,0.094092,0.085987,0.046060
0021,SI,10.000000,0.000098,0.095648,0.084453,0.046177
0021,SI,50.000000,0.000094,0.093884,0.084211,0.046274
0021,3DSC,0.050000,0.004214,0.320243,0.151944,0.884811
0021,3DSC,0.100000,0.002807,0.292962,0.226578,0.899961
0021,3DSC,0.500000,0.109415,0.200695,0.087098,0.700196
0021,3DSC,1.000000,0.109415,0.204430,0.078781,0.680611
0021,3DSC,1.500000,0.109415,0.200508,0.078894,0.681392
0021,3DSC,2.000000,0.109415,0.202311,0.078760,0.683068
0021,3DSC,5.000000,0.109415,0.200988,0.078858,0.670264
0021,3DSC,10.000000,0.109415,0.198895,0.079766,0.669567
0021,3DSC,50.000000,0.109415,0.199121,0.081616,0.700653
0021,FPFH,0.050000,0.000118,0.947103,1.580215,0.024720
0021,FPFH,0.100000,0.000189,1.721280,1.899560,0.024113
0021,FPFH,0.500000,0.000143,2.008039,4.628592,0.024948
0021,FPFH,1.000000,0.000143,2.010122,4.632391,0.023858
0021,FPFH,1.500000,0.000143,2.019312,4.662163,0.023888
0021,FPFH,2.000000,0.000143,2.015325,4.658740,0.024079
0021,FPFH,5.000000,0.000143,2.018365,4.661945,0.024825
0021,FPFH,10.000000,0.000143,2.029883,4.673978,0.023934
0021,FPFH,50.000000,0.000143,2.031662,4.675434,0.023851
0022,RICI,0.050000,0.001503,0.082343,0.087513,0.221103
0022,RICI,0.100000,0.001391,0.081526,0.084044,0.226016
0022,RICI,0.500000,0.002089,0.080576,0.082137,0.196644
0022,RICI,1.000000,0.004074,0.083720,0.081252,0.175286
0022,RICI,1.500000,0.006044,0.080294,0.081121,0.171110
0022,RICI,2.000000,0.007944,0.080532,0.080933,0.169278
0022,RICI,5.000000,0.020756,0.081993,0.080692,0.166931
0022,RICI,10.000000,0.101112,0.079987,0.080510,0.167626
0022,RICI,50.000000,0.109740,0.079865,0.080690,0.166690
0022,QUICCI,0.050000,0.000000,0.087587,0.089273,0.099040
0022,QUICCI,0.100000,0.000000,0.085352,0.088156,0.099580
0022,QUICCI,0.500000,0.000000,0.084776,0.086352,0.098911
0022,QUICCI,1.000000,0.000000,0.084445,0.085179,0.101718
0022,QUICCI,1.500000,0.000000,0.084329,0.086389,0.098292
0022,QUICCI,2.000000,0.000000,0.084292,0.085008,0.098429
0022,QUICCI,5.000000,0.003856,0.084043,0.084802,0.097142
0022,QUICCI,10.000000,0.096912,0.083766,0.084503,0.096740
0022,QUICCI,50.000000,0.109740,0.085381,0.084711,0.097689
0022,SI,0.050000,0.005547,0.094789,0.089059,0.175605
0022,SI,0.100000,0.002130,0.097341,0.096729,0.183302
0022,SI,0.500000,0.000541,0.107853,0.133905,0.178591
0022,SI,1.000000,0.000426,0.114848,0.156551,0.170871
0022,SI,1.500000,0.000382,0.117877,0.168692,0.168527
0022,SI,2.000000,0.000360,0.120005,0.181270,0.166481
0022,SI,5.000000,0.000307,0.125199,0.200665,0.171820
0022,SI,10.000000,0.000277,0.130419,0.209191,0.164369
0022,SI,50.000000,0.000236,0.128312,0.211585,0.164754
0022,3DSC,0.050000,0.003980,0.271915,0.136677,3.645019
0022,3DSC,0.100000,0.002758,0.358491,0.196184,3.483351
0022,3DSC,0.500000,0.109740,0.112677,0.079031,2.714571
0022,3DSC,1.000000,0.109740,0.112655,0.075330,2.706531
0022,3DSC,1.500000,0.109740,0.113359,0.074939,2.721930
0022,3DSC,2.000000,0.109740,0.112668,0.076450,2.711927
0022,3DSC,5.000000,0.109740,0.112703,0.076660,2.713199
0022,3DSC,10.000000,0.109740,0.112726,0.074751,2.714020
0022,3DSC,50.000000,0.109740,0.112699,0.078349,2.706448
0022,FPFH,0.050000,0.000274,1.994956,1.838134,0.097651
0022,FPFH,0.100000,0.000326,2.626135,2.071453,0.097694
0022,FPFH,0.500000,0.000418,5.404387,5.421663,0.100826
0022,FPFH,1.000000,0.000418,5.444335,5.478666,0.098270
0022,FPFH,1.500000,0.000418,5.488462,5.479654,0.097633
0022,FPFH,2.000000,0.000418,5.491331,5.470210,0.097817
0022,FPFH,5.000000,0.000418,5.453858,5.456430,0.097418
0022,FPFH,10.000000,0.000418,5.445056,5.435774,0.099132
0022,FPFH,50.000000,0.000418,5.426905,5.428738,0.098645
0023,RICI,0.050000,0.001955,0.266445,0.641344,0.412703
0023,RICI,0.100000,0.001481,0.268106,0.634224,0.446137
0023,RICI,0.500000,0.001972,0.264611,0.630533,0.381271
0023,RICI,1.000000,0.003880,0.263148,0.633680,0.346675
0023,RICI,1.500000,0.005792,0.261930,0.627177,0.328197
0023,RICI,2.000000,0.007737,0.263872,0.627810,0.327089
0023,RICI,5.000000,0.022067,0.261010,0.624784,0.322793
0023,RICI,10.000000,0.120950,0.260838,0.631375,0.321451
0023,RICI,50.000000,0.123652,0.261132,0.626465,0.321662
0023,QUICCI,0.050000,0.000000,0.271093,0.649506,0.179367
0023,QUICCI,0.100000,0.000000,0.271766,0.647265,0.179969
0023,QUICCI,0.500000,0.000000,0.271502,0.643562,0.177093
0023,QUICCI,1.000000,0.000000,0.276730,0.639492,0.175311
0023,QUICCI,1.500000,0.000000,0.270741,0.644210,0.176114
0023,QUICCI,2.000000,0.000000,0.270426,0.642584,0.174980
0023,QUICCI,5.000000,0.010159,0.270243,0.636040,0.173921
0023,QUICCI,10.000000,0.119768,0.270431,0.640037,0.173084
0023,QUICCI,50.000000,0.123652,0.275334,0.635892,0.172452
0023,SI,0.050000,0.003726,0.175785,0.220083,0.367450
0023,SI,0.100000,0.001675,0.184072,0.259217,0.369936
0023,SI,0.500000,0.000393,0.187525,0.290707,0.353425
0023,SI,1.000000,0.000306,0.187217,0.289237,0.332335
0023,SI,1.500000,0.000272,0.193067,0.289953,0.324965
0023,SI,2.000000,0.000255,0.187402,0.291049,0.320983
0023,SI,5.000000,0.000216,0.187623,0.296555,0.318716
0023,SI,10.000000,0.000207,0.187546,0.291475,0.317380
0023,SI,50.000000,0.000188,0.189164,0.290566,0.319484
0023,3DSC,0.050000,0.004542,0.487613,0.439752,6.909558
0023,3DSC,0.100000,0.003501,0.750101,0.761010,7.553117
0023,3DSC,0.500000,0.123652,0.170144,0.182840,5.378758
0023,3DSC,1.000000,0.123652,0.169289,0.168490,5.229349
0023,3DSC,1.500000,0.123652,0.168053,0.168404,5.220676
0023,3DSC,2.000000,0.123652,0.169355,0.168806,5.230978
0023,3DSC,5.000000,0.123652,0.173599,0.170326,5.235245
0023,3DSC,10.000000,0.123652,0.169439,0.168222,5.224774
0023,3DSC,50.000000,0.123652,0.168740,0.171299,5.227898
0023,FPFH,0.050000,0.000266,3.392780,4.827152,0.176173
0023,FPFH,0.100000,0.000481,4.639026,5.827554,0.181432
0023,FPFH,0.500000,0.000935,9.185298,13.904294,0.182662
0023,FPFH,1.000000,0.000935,9.219807,13.846685,0.184545
0023,FPFH,1.500000,0.000935,9.184449,13.780133,0.184599
0023,FPFH,2.000000,0.000935,9.173676,13.779866,0.175926
0023,FPFH,5.000000,0.000935,9.156700,13.775368,0.174395
0023,FPFH,10.000000,0.000935,9.163183,13.747658,0.183987
0023,FPFH,50.000000,0.000935,9.150910,13.751398,0.180657
0024,RICI,0.050000,0.001811,0.326050,0.520906,0.475334
0024,RICI,0.100000,0.001699,0.325001,0.514855,0.482447
0024,RICI,0.500000,0.002470,0.326665,0.521544,0.413326
0024,RICI,1.000000,0.004836,0.325466,0.509872,0.375259
0024,RICI,1.500000,0.007163,0.325770,0.509341,0.368176
0024,RICI,2.000000,0.009553,0.321548,0.512394,0.368494
0024,RICI,5.000000,0.029639,0.321303,0.507956,0.368976
0024,RICI,10.000000,0.117823,0.320615,0.507585,0.362012
0024,RICI,50.000000,0.122542,0.320389,0.509052,0.363240
0024,QUICCI,0.050000,0.000000,0.332229,0.522552,0.205422
0024,QUICCI,0.100000,0.000000,0.333415,0.523764,0.206187
0024,QUICCI,0.500000,0.000000,0.335874,0.524028,0.205979
0024,QUICCI,1.000000,0.000000,0.333055,0.525510,0.202163
0024,QUICCI,1.500000,0.000000,0.331036,0.521622,0.202407
0024,QUICCI,2.000000,0.000000,0.330941,0.520806,0.200918
0024,QUICCI,5.000000,0.010196,0.334317,0.519717,0.200078
0024,QUICCI,10.000000,0.115542,0.329151,0.523676,0.200701
0024,QUICCI,50.000000,0.122542,0.329502,0.524397,0.199757
0024,SI,0.050000,0.003204,0.204058,0.201248,0.421036
0024,SI,0.100000,0.001517,0.202430,0.243645,0.414269
0024,SI,0.500000,0.000351,0.211834,0.260438,0.392467
0024,SI,1.000000,0.000283,0.209850,0.261134,0.373290
0024,SI,1.500000,0.000251,0.210413,0.265521,0.363202
0024,SI,2.000000,0.000236,0.209854,0.260499,0.363023
0024,SI,5.000000,0.000211,0.207917,0.259627,0.359002
0024,SI,10.000000,0.000198,0.210056,0.261200,0.362064
0024,SI,50.000000,0.000181,0.214108,0.263543,0.357287
0024,3DSC,0.050000,0.005099,0.577644,0.403464,8.500975
0024,3DSC,0.100000,0.003864,0.889691,0.686107,8.102649
0024,3DSC,0.500000,0.122542,0.183278,0.154904,5.997053
0024,3DSC,1.000000,0.122542,0.182099,0.154973,5.999339
0024,3DSC,1.500000,0.122542,0.183240,0.156538,5.996186
0024,3DSC,2.000000,0.122542,0.181728,0.154406,5.992152
0024,3DSC,5.000000,0.122542,0.184845,0.154446,5.937703
0024,3DSC,10.000000,0.122542,0.183227,0.153951,5.962271
0024,3DSC,50.000000,0.122542,0.187389,0.154114,5.987251
0024,FPFH,0.050000,0.000494,3.759888,4.400449,0.202985
0024,FPFH,0.100000,0.001642,5.329994,5.280389,0.204559
0024,FPFH,0.500000,0.001150,10.179335,12.550109,0.203879
0024,FPFH,1.000000,0.001150,10.206592,12.520549,0.205584
0024,FPFH,1.500000,0.001150,10.185532,12.942694,0.204361
0024,FPFH,2.000000,0.001150,10.135266,12.461917,0.192770
0024,FPFH,5.000000,0.001150,10.143908,12.451964,0.203833
0024,FPFH,10.000000,0.001150,10.119364,12.438084,0.204731
0024,FPFH,50.000000,0.001150,10.128935,12.464511,0.201269
0025,RICI,0.050000,0.002893,0.001585,0.041618,0.026908
0025,RICI,0.100000,0.002546,0.001568,0.041403,0.027193
0025,RICI,0.500000,0.002045,0.001415,0.039385,0.027583
0025,RICI,1.000000,0.003415,0.001359,0.039216,0.024403
0025,RICI,1.500000,0.005027,0.001337,0.039325,0.023100
0025,RICI,2.000000,0.006701,0.001332,0.039197,0.023094
0025,RICI,5.000000,0.016829,0.001318,0.038938,0.022516
0025,RICI,10.000000,0.042204,0.001309,0.039000,0.022327
0025,RICI,50.000000,0.120279,0.001309,0.038821,0.022232
0025,QUICCI,0.050000,0.000000,0.001829,0.043276,0.010143
0025,QUICCI,0.100000,0.000000,0.001732,0.043020,0.010271
0025,QUICCI,0.500000,0.000000,0.001559,0.042054,0.010255
0025,QUICCI,1.000000,0.000000,0.001533,0.042862,0.010053
0025,QUICCI,1.500000,0.000000,0.001510,0.042053,0.009962
0025,QUICCI,2.000000,0.000000,0.001500,0.049403,0.010115
0025,QUICCI,5.000000,0.000000,0.001463,0.041860,0.010142
0025,QUICCI,10.000000,0.021085,0.001471,0.041829,0.009937
0025,QUICCI,50.000000,0.120279,0.001471,0.041563,0.010033
0025,SI,0.050000,0.004696,0.008316,0.047471,0.023044
0025,SI,0.100000,0.002886,0.009219,0.058855,0.022888
0025,SI,0.500000,0.000297,0.018560,0.070403,0.023208
0025,SI,1.000000,0.000179,0.025559,0.070610,0.022900
0025,SI,1.500000,0.000159,0.029886,0.070714,0.022945
0025,SI,2.000000,0.000148,0.032617,0.070439,0.022674
0025,SI,5.000000,0.000119,0.041843,0.071323,0.022186
0025,SI,10.000000,0.000105,0.042404,0.070884,0.022204
0025,SI,50.000000,0.000085,0.044048,0.071847,0.022159
0025,3DSC,0.050000,0.004209,0.049972,0.071293,0.388036
0025,3DSC,0.100000,0.003306,0.052563,0.088145,0.387789
0025,3DSC,0.500000,0.003295,0.042822,0.127118,0.324602
0025,3DSC,1.000000,0.120279,0.042119,0.050326,0.307249
0025,3DSC,1.500000,0.120279,0.044258,0.050851,0.306991
0025,3DSC,2.000000,0.120279,0.041989,0.050665,0.305566
0025,3DSC,5.000000,0.120279,0.041967,0.051738,0.306234
0025,3DSC,10.000000,0.120279,0.049211,0.050725,0.305740
0025,3DSC,50.000000,0.120279,0.041984,0.050743,0.305871
0025,FPFH,0.050000,0.000131,0.376962,1.265262,0.010061
0025,FPFH,0.100000,0.000223,0.490191,1.336743,0.010238
0025,FPFH,0.500000,0.000499,1.348743,3.376545,0.010103
0025,FPFH,1.000000,0.000491,1.355095,3.977678,0.010089
0025,FPFH,1.500000,0.000491,1.365372,3.981567,0.010026
0025,FPFH,2.000000,0.000491,1.360839,3.986907,0.010133
0025,FPFH,5.000000,0.000491,1.364653,4.009958,0.010198
0025,FPFH,10.000000,0.000491,1.366005,3.998078,0.010189
0025,FPFH,50.000000,0.000491,1.366516,4.001136,0.010228
0026,RICI,0.050000,0.001541,0.010627,0.225195,0.100227
0026,RICI,0.100000,0.001114,0.010760,0.220377,0.103742
0026,RICI,0.500000,0.002495,0.010587,0.220155,0.084809
0026,RICI,1.000000,0.004789,0.010468,0.221950,0.079935
0026,RICI,1.500000,0.007101,0.010438,0.219726,0.077674
0026,RICI,2.000000,0.009777,0.010491,0.219299,0.077410
0026,RICI,5.000000,0.051744,0.010450,0.220566,0.076768
0026,RICI,10.000000,0.101231,0.010435,0.217035,0.077102
0026,RICI,50.000000,0.120784,0.010514,0.217384,0.077175
0026,QUICCI,0.050000,0.000000,0.012142,0.226363,0.035774
0026,QUICCI,0.100000,0.000000,0.011804,0.227396,0.036078
0026,QUICCI,0.500000,0.000000,0.011680,0.226829,0.035413
0026,QUICCI,1.000000,0.000000,0.011693,0.224566,0.034756
0026,QUICCI,1.500000,0.000000,0.011553,0.224454,0.034603
0026,QUICCI,2.000000,0.000000,0.011584,0.229860,0.034980
0026,QUICCI,5.000000,0.030851,0.011555,0.224028,0.034503
0026,QUICCI,10.000000,0.091661,0.011554,0.226042,0.033591
0026,QUICCI,50.000000,0.120784,0.011574,0.223765,0.036518
0026,SI,0.050000,0.001592,0.034216,0.155111,0.081271
0026,SI,0.100000,0.000855,0.036975,0.160711,0.080619
0026,SI,0.500000,0.000213,0.052807,0.170747,0.080493
0026,SI,1.000000,0.000167,0.057889,0.172049,0.077949
0026,SI,1.500000,0.000154,0.059322,0.172057,0.077452
0026,SI,2.000000,0.000141,0.060396,0.175324,0.076382
0026,SI,5.000000,0.000108,0.062405,0.178107,0.076159
0026,SI,10.000000,0.000100,0.062833,0.178187,0.075860
0026,SI,50.000000,0.000092,0.062226,0.181934,0.076163
0026,3DSC,0.050000,0.004573,0.351732,0.277522,1.549481
0026,3DSC,0.100000,0.002740,0.370263,0.474388,1.505374
0026,3DSC,0.500000,0.120784,0.194142,0.135296,1.056863
0026,3DSC,1.000000,0.120784,0.191481,0.118340,1.056655
0026,3DSC,1.500000,0.120784,0.193923,0.118414,1.052492
0026,3DSC,2.000000,0.120784,0.193461,0.119013,1.053965
0026,3DSC,5.000000,0.120784,0.191277,0.120975,1.057708
0026,3DSC,10.000000,0.120784,0.191552,0.118684,1.058016
0026,3DSC,50.000000,0.120784,0.194637,0.118636,1.056731
0026,FPFH,0.050000,0.000115,1.106610,2.947426,0.034777
0026,FPFH,0.100000,0.000230,2.014332,3.512999,0.035299
0026,FPFH,0.500000,0.000233,2.448552,8.403445,0.035359
0026,FPFH,1.000000,0.000233,2.480844,8.460799,0.035790
0026,FPFH,1.500000,0.000233,2.482490,8.479475,0.035255
0026,FPFH,2.000000,0.000233,2.475057,8.444214,0.034535
0026,FPFH,5.000000,0.000233,2.478189,8.425962,0.033116
0026,FPFH,10.000000,0.000233,2.465671,8.412368,0.035319
0026,FPFH,50.000000,0.000233,2.469035,8.443499,0.035432
0027,RICI,0.050000,0.001114,0.126187,0.578291,0.314528
0027,RICI,0.100000,0.000906,0.125413,0.579776,0.322089
0027,RICI,0.500000,0.003146,0.125714,0.575475,0.240800
0027,RICI,1.000000,0.006208,0.123637,0.577375,0.233101
0027,RICI,1.500000,0.009409,0.123640,0.575718,0.234586
0027,RICI,2.000000,0.012966,0.123587,0.577352,0.231163
0027,RICI,5.000000,0.109109,0.129365,0.571865,0.231078
0027,RICI,10.000000,0.109109,0.124957,0.571433,0.229857
0027,RICI,50.000000,0.109109,0.123804,0.569578,0.230825
0027,QUICCI,0.050000,0.000000,0.129401,0.587952,0.127203
0027,QUICCI,0.100000,0.000000,0.131389,0.595030,0.127154
0027,QUICCI,0.500000,0.000000,0.128898,0.584075,0.125406
0027,QUICCI,1.000000,0.000000,0.130628,0.583177,0.120667
0027,QUICCI,1.500000,0.000000,0.128639,0.584889,0.119965
0027,QUICCI,2.000000,0.000000,0.128580,0.580866,0.120923
0027,QUICCI,5.000000,0.109109,0.130071,0.582752,0.119018
0027,QUICCI,10.000000,0.109109,0.128237,0.582081,0.118323
0027,QUICCI,50.000000,0.109109,0.128738,0.585316,0.120865
0027,SI,0.050000,0.000834,0.127245,0.246155,0.258579
0027,SI,0.100000,0.000409,0.131355,0.262509,0.270380
0027,SI,0.500000,0.000192,0.130607,0.269509,0.237011
0027,SI,1.000000,0.000157,0.130658,0.271315,0.230794
0027,SI,1.500000,0.000148,0.129033,0.272865,0.229671
0027,SI,2.000000,0.000140,0.131274,0.274926,0.229371
0027,SI,5.000000,0.000129,0.129803,0.277255,0.228374
0027,SI,10.000000,0.000117,0.128698,0.276782,0.227812
0027,SI,50.000000,0.000103,0.131538,0.276492,0.227791
0027,3DSC,0.050000,0.004173,0.919972,1.060082,4.533767
0027,3DSC,0.100000,0.003167,0.389886,1.314850,4.228808
0027,3DSC,0.500000,0.109109,0.315147,0.230060,3.457471
0027,3DSC,1.000000,0.109109,0.329757,0.229696,3.532638
0027,3DSC,1.500000,0.109109,0.328069,0.227375,3.557825
0027,3DSC,2.000000,0.109109,0.328091,0.227788,3.411205
0027,3DSC,5.000000,0.109109,0.327950,0.227248,3.508793
0027,3DSC,10.000000,0.109109,0.317206,0.227209,3.522621
0027,3DSC,50.000000,0.109109,0.326011,0.227108,3.532188
0027,FPFH,0.050000,0.000115,5.119058,5.388369,0.126957
0027,FPFH,0.100000,0.000146,6.517395,8.662720,0.125433
0027,FPFH,0.500000,0.000127,6.566514,13.305832,0.120005
0027,FPFH,1.000000,0.000127,6.556935,13.240711,0.122824
0027,FPFH,1.500000,0.000127,6.522803,13.207854,0.121151
0027,FPFH,2.000000,0.000127,6.516091,13.177392,0.123232
0027,FPFH,5.000000,0.000127,6.588083,13.176201,0.126982
0027,FPFH,10.000000,0.000127,6.514422,13.172714,0.126891
0027,FPFH,50.000000,0.000127,6.507079,13.166357,0.120912
0028,RICI,0.050000,0.001852,0.133076,0.125524,0.287964
0028,RICI,0.100000,0.001671,0.131039,0.124839,0.303486
0028,RICI,0.500000,0.000994,0.130103,0.121380,0.329860
0028,RICI,1.000000,0.001520,0.129672,0.123579,0.282108
0028,RICI,1.500000,0.002242,0.128947,0.119063,0.254112
0028,RICI,2.000000,0.002979,0.128896,0.118723,0.239817
0028,RICI,5.000000,0.007248,0.128597,0.118165,0.216788
0028,RICI,10.000000,0.014573,0.130589,0.117550,0.214507
0028,RICI,50.000000,0.120082,0.130300,0.117568,0.213857
0028,QUICCI,0.050000,0.000014,0.136213,0.130570,0.123398
0028,QUICCI,0.100000,0.000014,0.136381,0.129249,0.123919
0028,QUICCI,0.500000,0.000000,0.140610,0.126236,0.124102
0028,QUICCI,1.000000,0.000000,0.134329,0.124575,0.123644
0028,QUICCI,1.500000,0.000000,0.134064,0.129554,0.123339
0028,QUICCI,2.000000,0.000000,0.134096,0.125600,0.123136
0028,QUICCI,5.000000,0.000129,0.133868,0.122474,0.122212
0028,QUICCI,10.000000,0.000215,0.134031,0.124012,0.122352
0028,QUICCI,50.000000,0.120082,0.133932,0.122402,0.122678
0028,SI,0.050000,0.003106,0.128236,0.072294,0.240030
0028,SI,0.100000,0.001386,0.128678,0.083731,0.239503
0028,SI,0.500000,0.000362,0.133136,0.113096,0.228754
0028,SI,1.000000,0.000262,0.132130,0.134354,0.223540
0028,SI,1.500000,0.000216,0.135037,0.150127,0.221800
0028,SI,2.000000,0.000196,0.133363,0.154647,0.231520
0028,SI,5.000000,0.000158,0.133493,0.184505,0.220431
0028,SI,10.000000,0.000139,0.135118,0.199835,0.219069
0028,SI,50.000000,0.000119,0.133670,0.217056,0.213604
0028,3DSC,0.050000,0.004536,0.532297,0.100763,5.099425
0028,3DSC,0.100000,0.002861,0.657571,0.119488,4.922473
0028,3DSC,0.500000,0.001579,0.174107,0.251080,4.421146
0028,3DSC,1.000000,0.120082,0.172838,0.076340,3.625410
0028,3DSC,1.500000,0.120082,0.175148,0.070861,3.629904
0028,3DSC,2.000000,0.120082,0.173921,0.070670,3.607685
0028,3DSC,5.000000,0.120082,0.175589,0.070838,3.603962
0028,3DSC,10.000000,0.120082,0.177482,0.070769,3.598172
0028,3DSC,50.000000,0.120082,0.178217,0.070171,3.729374
0028,FPFH,0.050000,0.000344,2.601475,2.139036,0.124684
0028,FPFH,0.100000,0.000528,4.078781,2.223249,0.124689
0028,FPFH,0.500000,0.000310,6.714989,4.666978,0.127078
0028,FPFH,1.000000,0.000306,6.767446,6.388051,0.128632
0028,FPFH,1.500000,0.000306,6.781213,6.458274,0.124098
0028,FPFH,2.000000,0.000306,6.775990,6.438261,0.129648
0028,FPFH,5.000000,0.000306,6.771426,6.425310,0.124101
0028,FPFH,10.000000,0.000306,6.748260,6.410293,0.123940
0028,FPFH,50.000000,0.000306,6.733549,6.402441,0.124735
0029,RICI,0.050000,0.001763,0.014390,0.087718,0.097944
0029,RICI,0.100000,0.001497,0.014435,0.085759,0.100576
0029,RICI,0.500000,0.002006,0.013626,0.082667,0.085342
0029,RICI,1.000000,0.003960,0.015170,0.089712,0.077014
0029,RICI,1.500000,0.005893,0.013367,0.083451,0.076066
0029,RICI,2.000000,0.007859,0.013341,0.081574,0.074748
0029,RICI,5.000000,0.022016,0.013303,0.081359,0.074059
0029,RICI,10.000000,0.116564,0.013292,0.081144,0.073959
0029,RICI,50.000000,0.119474,0.013301,0.082784,0.074200
0029,QUICCI,0.050000,0.000000,0.016117,0.090045,0.038751
0029,QUICCI,0.100000,0.000000,0.015709,0.089003,0.039362
0029,QUICCI,0.500000,0.000000,0.014914,0.086709,0.039191
0029,QUICCI,1.000000,0.000000,0.014793,0.086038,0.038966
0029,QUICCI,1.500000,0.000000,0.014768,0.085726,0.038108
0029,QUICCI,2.000000,0.000000,0.014725,0.085793,0.038238
0029,QUICCI,5.000000,0.006801,0.015119,0.085453,0.038395
0029,QUICCI,10.000000,0.115293,0.014683,0.094641,0.037360
0029,QUICCI,50.000000,0.119474,0.014727,0.085557,0.038296
0029,SI,0.050000,0.005696,0.035967,0.085664,0.075870
0029,SI,0.100000,0.002910,0.036177,0.097190,0.078262
0029,SI,0.500000,0.000604,0.043253,0.102703,0.079199
0029,SI,1.000000,0.000509,0.049931,0.109691,0.076117
0029,SI,1.500000,0.000469,0.054150,0.112567,0.074861
0029,SI,2.000000,0.000448,0.057135,0.113782,0.074357
0029,SI,5.000000,0.000402,0.061738,0.121888,0.073441
0029,SI,10.000000,0.000402,0.062791,0.131629,0.073304
0029,SI,50.000000,0.000364,0.063169,0.126577,0.073332
0029,3DSC,0.050000,0.004703,0.196800,0.159254,1.636607
0029,3DSC,0.100000,0.003113,0.243714,0.258015,1.580389
0029,3DSC,0.500000,0.119474,0.104586,0.080707,1.166153
0029,3DSC,1.000000,0.119474,0.104052,0.080709,1.180273
0029,3DSC,1.500000,0.119474,0.104070,0.080833,1.178163
0029,3DSC,2.000000,0.119474,0.104488,0.080578,1.178515
0029,3DSC,5.000000,0.119474,0.104459,0.080623,1.185125
0029,3DSC,10.000000,0.119474,0.105603,0.084129,1.180783
0029,3DSC,50.000000,0.119474,0.104080,0.080458,1.181051
0029,FPFH,0.050000,0.000252,0.986276,1.863643,0.041185
0029,FPFH,0.100000,0.000304,1.495791,2.178712,0.040072
0029,FPFH,0.500000,0.000426,2.661375,5.514583,0.040202
0029,FPFH,1.000000,0.000426,2.673995,5.536038,0.039429
0029,FPFH,1.500000,0.000426,2.689296,5.572324,0.038871
0029,FPFH,2.000000,0.000426,2.698122,5.570272,0.038447
0029,FPFH,5.000000,0.000426,2.701546,5.567879,0.038362
0029,FPFH,10.000000,0.000426,2.697032,5.561338,0.038871
0029,FPFH,50.000000,0.000426,2.698185,5.556111,0.038563
0030,RICI,0.050000,0.001529,0.058959,0.081974,0.201050
0030,RICI,0.100000,0.001107,0.058469,0.080717,0.208855
0030,RICI,0.500000,0.002630,0.059110,0.076811,0.160505
0030,RICI,1.000000,0.005178,0.057055,0.076024,0.148921
0030,RICI,1.500000,0.007788,0.057037,0.076039,0.145374
0030,RICI,2.000000,0.010284,0.056763,0.077859,0.146379
0030,RICI,5.000000,0.044189,0.056712,0.075754,0.143069
0030,RICI,10.000000,0.120971,0.056661,0.077067,0.143709
0030,RICI,50.000000,0.121798,0.056669,0.075506,0.143160
0030,QUICCI,0.050000,0.000000,0.061967,0.085466,0.081549
0030,QUICCI,0.100000,0.000000,0.061211,0.085334,0.081943
0030,QUICCI,0.500000,0.000000,0.060611,0.081015,0.080931
0030,QUICCI,1.000000,0.000000,0.060437,0.080170,0.080507
0030,QUICCI,1.500000,0.000000,0.060175,0.080046,0.079162
0030,QUICCI,2.000000,0.000022,0.060106,0.083154,0.079408
0030,QUICCI,5.000000,0.029883,0.063564,0.079712,0.079784
0030,QUICCI,10.000000,0.120557,0.059949,0.079246,0.079534
0030,QUICCI,50.000000,0.121798,0.059932,0.079571,0.078906
0030,SI,0.050000,0.003783,0.078588,0.083038,0.151358
0030,SI,0.100000,0.001437,0.084908,0.094940,0.162716
0030,SI,0.500000,0.000454,0.082839,0.102386,0.153215
0030,SI,1.000000,0.000371,0.083706,0.112134,0.146481
0030,SI,1.500000,0.000339,0.082697,0.122433,0.144415
