dataset,object,descriptor,category,distanceFunction,time,similarity
GoogleDataset,0230,3DSC,0-100,Euclidian,0.963873067,1.0
GoogleDataset,0230,FPFH,0-100,Cosine,0.048762394,1.0
GoogleDataset,0230,FPFH,0-100,Euclidian,0.035513906,1.0
GoogleDataset,0230,QUICCI,0-100,Cosine,0.052537545,1.0
GoogleDataset,0230,QUICCI,0-100,Euclidian,0.036253809,1.0
GoogleDataset,0230,RICI,0-100,Cosine,0.978082662,1.0
GoogleDataset,0230,RICI,0-100,Euclidian,0.551005138,1.0
GoogleDataset,0230,SI,0-100,Cosine,0.846669044,0.9999999999999994
GoogleDataset,0230,SI,0-100,Euclidian,0.52600581,0.9998946787768752
GoogleDataset,0231,3DSC,0-100,Cosine,3.983153174,0.12357889268516853
GoogleDataset,0231,3DSC,0-100,Euclidian,2.218158847,1.0
GoogleDataset,0231,FPFH,0-100,Cosine,0.111314808,1.0
GoogleDataset,0231,FPFH,0-100,Euclidian,0.081949248,1.0
GoogleDataset,0231,QUICCI,0-100,Cosine,0.120820086,1.0
GoogleDataset,0231,QUICCI,0-100,Euclidian,0.083437308,1.0
GoogleDataset,0231,RICI,0-100,Cosine,2.231119438,1.0
GoogleDataset,0231,RICI,0-100,Euclidian,1.267063902,1.0
GoogleDataset,0231,SI,0-100,Cosine,1.938126083,0.9999999999999999
GoogleDataset,0231,SI,0-100,Euclidian,1.214177195,0.9999517990310726
GoogleDataset,0232,3DSC,0-100,Cosine,4.866504508,0.8067570212349545
GoogleDataset,0232,3DSC,0-100,Euclidian,2.706909225,1.0
GoogleDataset,0232,FPFH,0-100,Cosine,0.135842736,1.0
GoogleDataset,0232,FPFH,0-100,Euclidian,0.101124178,1.0
GoogleDataset,0232,QUICCI,0-100,Cosine,0.148659609,1.0
GoogleDataset,0232,QUICCI,0-100,Euclidian,0.101882234,1.0
GoogleDataset,0232,RICI,0-100,Cosine,2.765364344,1.0
GoogleDataset,0232,RICI,0-100,Euclidian,1.552782815,1.0
GoogleDataset,0232,SI,0-100,Cosine,2.39333969,0.9999999999999999
GoogleDataset,0232,SI,0-100,Euclidian,1.48761137,0.9999669082132274
GoogleDataset,0233,3DSC,0-100,Cosine,2.72684036,0.4282570295080068
GoogleDataset,0233,3DSC,0-100,Euclidian,1.510722478,1.0
GoogleDataset,0233,FPFH,0-100,Cosine,0.075684494,1.0
GoogleDataset,0233,FPFH,0-100,Euclidian,0.053913289,1.0
GoogleDataset,0233,QUICCI,0-100,Cosine,0.082436301,1.0
GoogleDataset,0233,QUICCI,0-100,Euclidian,0.058014558,1.0
GoogleDataset,0233,RICI,0-100,Cosine,1.5444627,1.0
GoogleDataset,0233,RICI,0-100,Euclidian,0.866726952,1.0
GoogleDataset,0233,SI,0-100,Cosine,1.341871777,0.9999999999999998
GoogleDataset,0233,SI,0-100,Euclidian,0.831677698,0.9999625162263919
GoogleDataset,0234,3DSC,0-100,Cosine,3.559097908,0.6691205996519877
GoogleDataset,0234,3DSC,0-100,Euclidian,1.984768401,1.0
GoogleDataset,0234,FPFH,0-100,Cosine,0.097287605,1.0
GoogleDataset,0234,FPFH,0-100,Euclidian,0.072766212,1.0
GoogleDataset,0234,QUICCI,0-100,Cosine,0.106640221,1.0
GoogleDataset,0234,QUICCI,0-100,Euclidian,0.072790545,1.0
GoogleDataset,0234,RICI,0-100,Cosine,1.980446202,1.0
GoogleDataset,0234,RICI,0-100,Euclidian,1.104404565,1.0
GoogleDataset,0234,SI,0-100,Cosine,1.720005374,0.9999999999999999
GoogleDataset,0234,SI,0-100,Euclidian,1.073810736,0.9999637701191672
GoogleDataset,0235,3DSC,0-100,Cosine,1.881661034,0.9571048968746045
GoogleDataset,0235,3DSC,0-100,Euclidian,1.051670625,1.0
GoogleDataset,0235,FPFH,0-100,Cosine,0.052014282,1.0
GoogleDataset,0235,FPFH,0-100,Euclidian,0.038281913,1.0
GoogleDataset,0235,QUICCI,0-100,Cosine,0.057345906,1.0
GoogleDataset,0235,QUICCI,0-100,Euclidian,0.039733409,1.0
GoogleDataset,0235,RICI,0-100,Cosine,1.067153184,1.0
GoogleDataset,0235,RICI,0-100,Euclidian,0.59889736,1.0
GoogleDataset,0235,SI,0-100,Cosine,0.917047477,0.9999999999999999
GoogleDataset,0235,SI,0-100,Euclidian,0.576364911,0.9999621743393106
GoogleDataset,0236,3DSC,0-100,Cosine,5.150954647,0.4432619264661197
GoogleDataset,0236,3DSC,0-100,Euclidian,2.876222626,1.0
GoogleDataset,0236,FPFH,0-100,Cosine,0.147740347,1.0
GoogleDataset,0236,FPFH,0-100,Euclidian,0.114370407,1.0
GoogleDataset,0236,QUICCI,0-100,Cosine,0.161554076,1.0
GoogleDataset,0236,QUICCI,0-100,Euclidian,0.111811021,1.0
GoogleDataset,0236,RICI,0-100,Cosine,2.977617555,1.0
GoogleDataset,0236,RICI,0-100,Euclidian,1.676278669,1.0
GoogleDataset,0236,SI,0-100,Cosine,2.571680835,0.9999999999999998
GoogleDataset,0236,SI,0-100,Euclidian,1.599737919,0.999962402561462
GoogleDataset,0237,3DSC,0-100,Cosine,3.39931263,0.5705164121959191
GoogleDataset,0237,3DSC,0-100,Euclidian,1.885803267,1.0
GoogleDataset,0237,FPFH,0-100,Cosine,0.093997513,1.0
GoogleDataset,0237,FPFH,0-100,Euclidian,0.06983174,1.0
GoogleDataset,0237,QUICCI,0-100,Cosine,0.103272931,1.0
GoogleDataset,0237,QUICCI,0-100,Euclidian,0.071221081,1.0
GoogleDataset,0237,RICI,0-100,Cosine,1.91488125,1.0
GoogleDataset,0237,RICI,0-100,Euclidian,1.082770451,1.0
GoogleDataset,0237,SI,0-100,Cosine,1.661306629,0.9999999999999998
GoogleDataset,0237,SI,0-100,Euclidian,1.036710762,0.9999518341385342
GoogleDataset,0238,3DSC,0-100,Cosine,0.554142304,0.0
GoogleDataset,0238,3DSC,0-100,Euclidian,0.305651464,1.0
GoogleDataset,0238,FPFH,0-100,Cosine,0.015680171,1.0
GoogleDataset,0238,FPFH,0-100,Euclidian,0.011288214,1.0
GoogleDataset,0238,QUICCI,0-100,Cosine,0.017101004,1.0
GoogleDataset,0238,QUICCI,0-100,Euclidian,0.011625239,1.0
GoogleDataset,0238,RICI,0-100,Cosine,0.311347256,1.0
GoogleDataset,0238,RICI,0-100,Euclidian,0.178218876,1.0
GoogleDataset,0238,SI,0-100,Cosine,0.268111109,0.9991308126900691
GoogleDataset,0238,SI,0-100,Euclidian,0.165812201,0.9976808173923036
GoogleDataset,0239,3DSC,0-100,Cosine,1.085445915,0.0
GoogleDataset,0239,3DSC,0-100,Euclidian,0.606243493,1.0
GoogleDataset,0239,FPFH,0-100,Cosine,0.030753621,1.0
GoogleDataset,0239,FPFH,0-100,Euclidian,0.022303774,1.0
GoogleDataset,0239,QUICCI,0-100,Cosine,0.032439259,1.0
GoogleDataset,0239,QUICCI,0-100,Euclidian,0.02313949,1.0
GoogleDataset,0239,RICI,0-100,Cosine,0.605778356,1.0
GoogleDataset,0239,RICI,0-100,Euclidian,0.344303028,1.0
GoogleDataset,0239,SI,0-100,Cosine,0.529467089,0.9999999999999871
GoogleDataset,0239,SI,0-100,Euclidian,0.328061806,0.9989481399237611
GoogleDataset,0240,3DSC,0-100,Cosine,2.922797063,0.6989164919072969
GoogleDataset,0240,3DSC,0-100,Euclidian,1.624389134,1.0
GoogleDataset,0240,FPFH,0-100,Cosine,0.080663799,1.0
GoogleDataset,0240,FPFH,0-100,Euclidian,0.059726479,1.0
GoogleDataset,0240,QUICCI,0-100,Cosine,0.090124244,1.0
GoogleDataset,0240,QUICCI,0-100,Euclidian,0.061557178,1.0
GoogleDataset,0240,RICI,0-100,Cosine,1.643295401,1.0
GoogleDataset,0240,RICI,0-100,Euclidian,0.922372532,1.0
GoogleDataset,0240,SI,0-100,Cosine,1.429724152,0.9999999999999998
GoogleDataset,0240,SI,0-100,Euclidian,0.884690058,0.9999253696960435
GoogleDataset,0241,3DSC,0-100,Cosine,2.098262534,0.0
GoogleDataset,0241,3DSC,0-100,Euclidian,1.169476536,1.0
GoogleDataset,0241,FPFH,0-100,Cosine,0.058392119,1.0
GoogleDataset,0241,FPFH,0-100,Euclidian,0.043275082,1.0
GoogleDataset,0241,QUICCI,0-100,Cosine,0.06291075,1.0
GoogleDataset,0241,QUICCI,0-100,Euclidian,0.044208724,1.0
GoogleDataset,0241,RICI,0-100,Cosine,1.172305491,1.0
GoogleDataset,0241,RICI,0-100,Euclidian,0.657688659,1.0
GoogleDataset,0241,SI,0-100,Cosine,1.010329121,0.9999999999999993
GoogleDataset,0241,SI,0-100,Euclidian,0.627328816,0.9998221638836536
GoogleDataset,0242,3DSC,0-100,Cosine,2.619336532,0.6600163235694205
GoogleDataset,0242,3DSC,0-100,Euclidian,1.458447838,1.0
GoogleDataset,0242,FPFH,0-100,Cosine,0.073647293,1.0
GoogleDataset,0242,FPFH,0-100,Euclidian,0.054116015,1.0
GoogleDataset,0242,QUICCI,0-100,Cosine,0.08106068,1.0
GoogleDataset,0242,QUICCI,0-100,Euclidian,0.054850816,1.0
GoogleDataset,0242,RICI,0-100,Cosine,1.478156079,1.0
GoogleDataset,0242,RICI,0-100,Euclidian,0.841228745,1.0
GoogleDataset,0242,SI,0-100,Cosine,1.283032461,1.0
GoogleDataset,0242,SI,0-100,Euclidian,0.806720865,0.9999401735420088
GoogleDataset,0243,3DSC,0-100,Cosine,2.520840385,0.3110676355505869
GoogleDataset,0243,3DSC,0-100,Euclidian,1.405419208,1.0
GoogleDataset,0243,FPFH,0-100,Cosine,0.070521643,1.0
GoogleDataset,0243,FPFH,0-100,Euclidian,0.051495035,1.0
GoogleDataset,0243,QUICCI,0-100,Cosine,0.075701658,1.0
GoogleDataset,0243,QUICCI,0-100,Euclidian,0.052530496,1.0
GoogleDataset,0243,RICI,0-100,Cosine,1.423445941,1.0
GoogleDataset,0243,RICI,0-100,Euclidian,0.798993019,1.0
GoogleDataset,0243,SI,0-100,Cosine,1.228456339,0.9999999999999997
GoogleDataset,0243,SI,0-100,Euclidian,0.768208122,0.9999148961445671
GoogleDataset,0244,3DSC,0-100,Cosine,1.956181991,0.0
GoogleDataset,0244,3DSC,0-100,Euclidian,1.088585863,1.0
GoogleDataset,0244,FPFH,0-100,Cosine,0.054528581,1.0
GoogleDataset,0244,FPFH,0-100,Euclidian,0.039917379,1.0
GoogleDataset,0244,QUICCI,0-100,Cosine,0.060104178,1.0
GoogleDataset,0244,QUICCI,0-100,Euclidian,0.041040424,1.0
GoogleDataset,0244,RICI,0-100,Cosine,1.095914136,1.0
GoogleDataset,0244,RICI,0-100,Euclidian,0.62547021,1.0
GoogleDataset,0244,SI,0-100,Cosine,0.949856545,0.9999999999999996
GoogleDataset,0244,SI,0-100,Euclidian,0.589734661,0.999840352319254
GoogleDataset,0245,3DSC,0-100,Cosine,0.193393027,0.9999999999999805
GoogleDataset,0245,3DSC,0-100,Euclidian,0.108885364,0.9999991007272355
GoogleDataset,0245,FPFH,0-100,Cosine,0.005510906,1.0
GoogleDataset,0245,FPFH,0-100,Euclidian,0.00398486,1.0
GoogleDataset,0245,QUICCI,0-100,Cosine,0.00586308,1.0
GoogleDataset,0245,QUICCI,0-100,Euclidian,0.004064749,1.0
GoogleDataset,0245,RICI,0-100,Cosine,0.107646407,1.0
GoogleDataset,0245,RICI,0-100,Euclidian,0.060514918,1.0
GoogleDataset,0245,SI,0-100,Cosine,0.092127581,0.9795031055900251
GoogleDataset,0245,SI,0-100,Euclidian,0.056839809,0.998793687681736
GoogleDataset,0246,3DSC,0-100,Cosine,1.520347369,0.6151405496119152
GoogleDataset,0246,3DSC,0-100,Euclidian,0.851240998,1.0
GoogleDataset,0246,FPFH,0-100,Cosine,0.042287332,1.0
GoogleDataset,0246,FPFH,0-100,Euclidian,0.031224372,1.0
GoogleDataset,0246,QUICCI,0-100,Cosine,0.046250352,1.0
GoogleDataset,0246,QUICCI,0-100,Euclidian,0.032101651,1.0
GoogleDataset,0246,RICI,0-100,Cosine,0.863706635,1.0
GoogleDataset,0246,RICI,0-100,Euclidian,0.485467872,1.0
GoogleDataset,0246,SI,0-100,Cosine,0.742389446,0.9999999999999997
GoogleDataset,0246,SI,0-100,Euclidian,0.463939195,0.9999032346610125
GoogleDataset,0247,3DSC,0-100,Cosine,1.618443258,0.0
GoogleDataset,0247,3DSC,0-100,Euclidian,0.925276326,1.0
GoogleDataset,0247,FPFH,0-100,Cosine,0.044993252,1.0
GoogleDataset,0247,FPFH,0-100,Euclidian,0.033489719,1.0
GoogleDataset,0247,QUICCI,0-100,Cosine,0.048523531,1.0
GoogleDataset,0247,QUICCI,0-100,Euclidian,0.033595241,1.0
GoogleDataset,0247,RICI,0-100,Cosine,0.913882467,1.0
GoogleDataset,0247,RICI,0-100,Euclidian,0.512345602,1.0
GoogleDataset,0247,SI,0-100,Cosine,0.787757579,0.9999999999999998
GoogleDataset,0247,SI,0-100,Euclidian,0.490040315,0.9999440383226704
GoogleDataset,0248,3DSC,0-100,Cosine,0.801302645,0.0
GoogleDataset,0248,3DSC,0-100,Euclidian,0.444816339,1.0
GoogleDataset,0248,FPFH,0-100,Cosine,0.022503856,1.0
GoogleDataset,0248,FPFH,0-100,Euclidian,0.016491061,1.0
GoogleDataset,0248,QUICCI,0-100,Cosine,0.024156243,1.0
GoogleDataset,0248,QUICCI,0-100,Euclidian,0.017238282,1.0
GoogleDataset,0248,RICI,0-100,Cosine,0.445558876,1.0
GoogleDataset,0248,RICI,0-100,Euclidian,0.255494649,1.0
GoogleDataset,0248,SI,0-100,Cosine,0.391700674,0.9999999999999603
GoogleDataset,0248,SI,0-100,Euclidian,0.243807093,0.9980896656823373
GoogleDataset,0249,3DSC,0-100,Cosine,0.878187437,0.99999999999999
GoogleDataset,0249,3DSC,0-100,Euclidian,0.492596567,0.9999989661502339
GoogleDataset,0249,FPFH,0-100,Cosine,0.024499517,1.0
GoogleDataset,0249,FPFH,0-100,Euclidian,0.018007404,1.0
GoogleDataset,0249,QUICCI,0-100,Cosine,0.026033357,1.0
GoogleDataset,0249,QUICCI,0-100,Euclidian,0.018190608,1.0
GoogleDataset,0249,RICI,0-100,Cosine,0.496187005,1.0
GoogleDataset,0249,RICI,0-100,Euclidian,0.279692461,1.0
GoogleDataset,0249,SI,0-100,Cosine,0.424393116,0.9999999999999992
GoogleDataset,0249,SI,0-100,Euclidian,0.265247986,0.9996079808056386
GoogleDataset,0250,3DSC,0-100,Cosine,0.30963153,0.3660280970625798
GoogleDataset,0250,3DSC,0-100,Euclidian,0.171872101,1.0
GoogleDataset,0250,FPFH,0-100,Cosine,0.008865099,1.0
GoogleDataset,0250,FPFH,0-100,Euclidian,0.006421793,1.0
GoogleDataset,0250,QUICCI,0-100,Cosine,0.009242093,1.0
GoogleDataset,0250,QUICCI,0-100,Euclidian,0.006598374,1.0
GoogleDataset,0250,RICI,0-100,Cosine,0.173659426,1.0
GoogleDataset,0250,RICI,0-100,Euclidian,0.097155738,1.0
GoogleDataset,0250,SI,0-100,Cosine,0.15065626,0.9992337164749633
GoogleDataset,0250,SI,0-100,Euclidian,0.092018464,0.996589040241898
GoogleDataset,0251,3DSC,0-100,Cosine,6.139629578,0.9911599661772619
GoogleDataset,0251,3DSC,0-100,Euclidian,3.412570593,1.0
GoogleDataset,0251,FPFH,0-100,Cosine,0.175848275,1.0
GoogleDataset,0251,FPFH,0-100,Euclidian,0.128003433,1.0
GoogleDataset,0251,QUICCI,0-100,Cosine,0.190257514,0.999961565070336
GoogleDataset,0251,QUICCI,0-100,Euclidian,0.128371369,1.0
GoogleDataset,0251,RICI,0-100,Cosine,3.498299298,0.999961565070336
GoogleDataset,0251,RICI,0-100,Euclidian,1.93696034,1.0
GoogleDataset,0251,SI,0-100,Cosine,3.045055306,0.9999615650703357
GoogleDataset,0251,SI,0-100,Euclidian,1.886600071,0.9999456887802404
GoogleDataset,0252,3DSC,0-100,Cosine,1.072211891,0.999999999999995
GoogleDataset,0252,3DSC,0-100,Euclidian,0.642602469,0.999999093026731
GoogleDataset,0252,FPFH,0-100,Cosine,0.028964446,1.0
GoogleDataset,0252,FPFH,0-100,Euclidian,0.021459038,1.0
GoogleDataset,0252,QUICCI,0-100,Cosine,0.031213134,1.0
GoogleDataset,0252,QUICCI,0-100,Euclidian,0.021791717,1.0
GoogleDataset,0252,RICI,0-100,Cosine,0.597965468,1.0
GoogleDataset,0252,RICI,0-100,Euclidian,0.338381159,1.0
GoogleDataset,0252,SI,0-100,Cosine,0.512514077,0.9921771705597116
GoogleDataset,0252,SI,0-100,Euclidian,0.322943424,0.9989537412704306
GoogleDataset,0253,3DSC,0-100,Cosine,0.513728808,0.0
GoogleDataset,0253,3DSC,0-100,Euclidian,0.284152317,1.0
GoogleDataset,0253,FPFH,0-100,Cosine,0.01445744,1.0
GoogleDataset,0253,FPFH,0-100,Euclidian,0.010593332,1.0
GoogleDataset,0253,QUICCI,0-100,Cosine,0.015765827,1.0
GoogleDataset,0253,QUICCI,0-100,Euclidian,0.010742112,1.0
GoogleDataset,0253,RICI,0-100,Cosine,0.287087589,1.0
GoogleDataset,0253,RICI,0-100,Euclidian,0.163649435,1.0
GoogleDataset,0253,SI,0-100,Cosine,0.24870746,0.9986085343227806
GoogleDataset,0253,SI,0-100,Euclidian,0.154110664,0.9982993279108913
GoogleDataset,0254,3DSC,0-100,Cosine,0.701181319,0.2843599237069449
GoogleDataset,0254,3DSC,0-100,Euclidian,0.394870402,1.0
GoogleDataset,0254,FPFH,0-100,Cosine,0.019958436,1.0
GoogleDataset,0254,FPFH,0-100,Euclidian,0.013989982,1.0
GoogleDataset,0254,QUICCI,0-100,Cosine,0.021288394,1.0
GoogleDataset,0254,QUICCI,0-100,Euclidian,0.014734011,1.0
GoogleDataset,0254,RICI,0-100,Cosine,0.39521238,1.0
GoogleDataset,0254,RICI,0-100,Euclidian,0.221047333,1.0
GoogleDataset,0254,SI,0-100,Cosine,0.337181844,0.9978121844496486
GoogleDataset,0254,SI,0-100,Euclidian,0.21115804,0.9981534878529815
GoogleDataset,0255,3DSC,0-100,Cosine,3.192175816,0.0
GoogleDataset,0255,3DSC,0-100,Euclidian,1.776764464,0.999987551040733
GoogleDataset,0255,FPFH,0-100,Cosine,0.088834967,0.999987551040733
GoogleDataset,0255,FPFH,0-100,Euclidian,0.065711681,0.999987551040733
GoogleDataset,0255,QUICCI,0-100,Cosine,0.097079242,0.999950204162932
GoogleDataset,0255,QUICCI,0-100,Euclidian,0.067295953,0.999987551040733
GoogleDataset,0255,RICI,0-100,Cosine,1.787397396,0.999950204162932
GoogleDataset,0255,RICI,0-100,Euclidian,1.021093874,0.999987551040733
GoogleDataset,0255,SI,0-100,Cosine,1.550065542,0.9999502041629316
GoogleDataset,0255,SI,0-100,Euclidian,0.975880959,0.9998128525852233
GoogleDataset,0256,3DSC,0-100,Cosine,3.845483934,0.0
GoogleDataset,0256,3DSC,0-100,Euclidian,2.118023339,1.0
GoogleDataset,0256,FPFH,0-100,Cosine,0.105795443,1.0
GoogleDataset,0256,FPFH,0-100,Euclidian,0.078186716,1.0
GoogleDataset,0256,QUICCI,0-100,Cosine,0.116318374,1.0
GoogleDataset,0256,QUICCI,0-100,Euclidian,0.082246465,1.0
GoogleDataset,0256,RICI,0-100,Cosine,2.135903207,1.0
GoogleDataset,0256,RICI,0-100,Euclidian,1.260206792,1.0
GoogleDataset,0256,SI,0-100,Cosine,1.874556944,0.9999999999999994
GoogleDataset,0256,SI,0-100,Euclidian,1.171043792,0.999755208294789
GoogleDataset,0257,3DSC,0-100,Cosine,3.244706097,0.5644672249494658
GoogleDataset,0257,3DSC,0-100,Euclidian,1.807899073,1.0
GoogleDataset,0257,FPFH,0-100,Cosine,0.092420513,1.0
GoogleDataset,0257,FPFH,0-100,Euclidian,0.067665212,1.0
GoogleDataset,0257,QUICCI,0-100,Cosine,0.100706331,1.0
GoogleDataset,0257,QUICCI,0-100,Euclidian,0.067677599,1.0
GoogleDataset,0257,RICI,0-100,Cosine,1.827278126,1.0
GoogleDataset,0257,RICI,0-100,Euclidian,1.028899262,1.0
GoogleDataset,0257,SI,0-100,Cosine,1.585850579,0.9999999999999998
GoogleDataset,0257,SI,0-100,Euclidian,0.992255452,0.9999239345212781
GoogleDataset,0258,3DSC,0-100,Cosine,2.135153233,0.6188824231572665
GoogleDataset,0258,3DSC,0-100,Euclidian,1.190809072,1.0
GoogleDataset,0258,FPFH,0-100,Cosine,0.059370771,1.0
GoogleDataset,0258,FPFH,0-100,Euclidian,0.043853684,1.0
GoogleDataset,0258,QUICCI,0-100,Cosine,0.065123849,0.9998880931065354
GoogleDataset,0258,QUICCI,0-100,Euclidian,0.045007253,1.0
GoogleDataset,0258,RICI,0-100,Cosine,1.202059841,0.9998880931065354
GoogleDataset,0258,RICI,0-100,Euclidian,0.679632798,1.0
GoogleDataset,0258,SI,0-100,Cosine,1.049019877,0.999888093106535
GoogleDataset,0258,SI,0-100,Euclidian,0.654251543,0.9997885916289317
GoogleDataset,0259,3DSC,0-100,Cosine,7.867108082,0.7380959583736689
GoogleDataset,0259,3DSC,0-100,Euclidian,4.383434004,1.0
GoogleDataset,0259,FPFH,0-100,Cosine,0.223007474,1.0
GoogleDataset,0259,FPFH,0-100,Euclidian,0.162451287,1.0
GoogleDataset,0259,QUICCI,0-100,Cosine,0.245696947,1.0
GoogleDataset,0259,QUICCI,0-100,Euclidian,0.1672941,1.0
GoogleDataset,0259,RICI,0-100,Cosine,4.47548452,1.0
GoogleDataset,0259,RICI,0-100,Euclidian,2.503431048,1.0
GoogleDataset,0259,SI,0-100,Cosine,3.885280697,0.9999999999999999
GoogleDataset,0259,SI,0-100,Euclidian,2.428462014,0.9999723224293081
GoogleDataset,0260,3DSC,0-100,Cosine,1.141156819,0.999999999999988
GoogleDataset,0260,3DSC,0-100,Euclidian,0.640380245,0.9999985975827256
GoogleDataset,0260,FPFH,0-100,Cosine,0.031373795,1.0
GoogleDataset,0260,FPFH,0-100,Euclidian,0.023211583,1.0
GoogleDataset,0260,QUICCI,0-100,Cosine,0.03407203,1.0
GoogleDataset,0260,QUICCI,0-100,Euclidian,0.023854775,1.0
GoogleDataset,0260,RICI,0-100,Cosine,0.64139898,1.0
GoogleDataset,0260,RICI,0-100,Euclidian,0.361960124,1.0
GoogleDataset,0260,SI,0-100,Cosine,0.549154348,0.9996837444655264
GoogleDataset,0260,SI,0-100,Euclidian,0.344883713,0.9994072094159026
GoogleDataset,0261,3DSC,0-100,Cosine,0.339734073,0.7697076023391813
GoogleDataset,0261,3DSC,0-100,Euclidian,0.184764364,1.0
GoogleDataset,0261,FPFH,0-100,Cosine,0.009396584,1.0
GoogleDataset,0261,FPFH,0-100,Euclidian,0.007002051,1.0
GoogleDataset,0261,QUICCI,0-100,Cosine,0.010260235,1.0
GoogleDataset,0261,QUICCI,0-100,Euclidian,0.007177478,1.0
GoogleDataset,0261,RICI,0-100,Cosine,0.188776505,1.0
GoogleDataset,0261,RICI,0-100,Euclidian,0.107927126,1.0
GoogleDataset,0261,SI,0-100,Cosine,0.164177982,0.9978947368420423
GoogleDataset,0261,SI,0-100,Euclidian,0.102246825,0.9982385203641388
GoogleDataset,0262,3DSC,0-100,Cosine,1.506320723,0.8788827982250065
GoogleDataset,0262,3DSC,0-100,Euclidian,0.835740736,1.0
GoogleDataset,0262,FPFH,0-100,Cosine,0.041846346,1.0
GoogleDataset,0262,FPFH,0-100,Euclidian,0.030793179,1.0
GoogleDataset,0262,QUICCI,0-100,Cosine,0.04513922,1.0
GoogleDataset,0262,QUICCI,0-100,Euclidian,0.031453539,1.0
GoogleDataset,0262,RICI,0-100,Cosine,0.848811161,1.0
GoogleDataset,0262,RICI,0-100,Euclidian,0.475367286,1.0
GoogleDataset,0262,SI,0-100,Cosine,0.727027554,0.9999999999999997
GoogleDataset,0262,SI,0-100,Euclidian,0.456464662,0.9998733370655467
GoogleDataset,0263,3DSC,0-100,Cosine,1.183851849,0.9423484246756685
GoogleDataset,0263,3DSC,0-100,Euclidian,0.655329764,1.0
GoogleDataset,0263,FPFH,0-100,Cosine,0.033774419,1.0
GoogleDataset,0263,FPFH,0-100,Euclidian,0.024748214,1.0
GoogleDataset,0263,QUICCI,0-100,Cosine,0.036409799,1.0
GoogleDataset,0263,QUICCI,0-100,Euclidian,0.024578458,1.0
GoogleDataset,0263,RICI,0-100,Cosine,0.669492399,1.0
GoogleDataset,0263,RICI,0-100,Euclidian,0.372495024,1.0
GoogleDataset,0263,SI,0-100,Cosine,0.572782472,0.9999999999999996
GoogleDataset,0263,SI,0-100,Euclidian,0.359214479,0.9998559375211779
GoogleDataset,0264,3DSC,0-100,Cosine,1.580944411,0.0
GoogleDataset,0264,3DSC,0-100,Euclidian,0.876445852,1.0
GoogleDataset,0264,FPFH,0-100,Cosine,0.0440739,1.0
GoogleDataset,0264,FPFH,0-100,Euclidian,0.032390003,1.0
GoogleDataset,0264,QUICCI,0-100,Cosine,0.047987549,1.0
GoogleDataset,0264,QUICCI,0-100,Euclidian,0.03324752,1.0
GoogleDataset,0264,RICI,0-100,Cosine,0.878761842,1.0
GoogleDataset,0264,RICI,0-100,Euclidian,0.500260137,1.0
GoogleDataset,0264,SI,0-100,Cosine,0.767227216,0.9999999999999994
GoogleDataset,0264,SI,0-100,Euclidian,0.47619049,0.9997836364843973
GoogleDataset,0265,3DSC,0-100,Cosine,2.710469163,0.953892635081881
GoogleDataset,0265,3DSC,0-100,Euclidian,1.499229915,1.0
GoogleDataset,0265,FPFH,0-100,Cosine,0.075727472,1.0
GoogleDataset,0265,FPFH,0-100,Euclidian,0.056324551,1.0
GoogleDataset,0265,QUICCI,0-100,Cosine,0.081732035,1.0
GoogleDataset,0265,QUICCI,0-100,Euclidian,0.056594835,1.0
GoogleDataset,0265,RICI,0-100,Cosine,1.533974508,1.0
GoogleDataset,0265,RICI,0-100,Euclidian,0.857916147,1.0
GoogleDataset,0265,SI,0-100,Cosine,1.323244868,0.9999999999999998
GoogleDataset,0265,SI,0-100,Euclidian,0.821457728,0.9999428591407007
GoogleDataset,0266,3DSC,0-100,Cosine,5.041370344,0.921215005155048
GoogleDataset,0266,3DSC,0-100,Euclidian,2.79489281,1.0
GoogleDataset,0266,FPFH,0-100,Cosine,0.13993693,1.0
GoogleDataset,0266,FPFH,0-100,Euclidian,0.10291323,1.0
GoogleDataset,0266,QUICCI,0-100,Cosine,0.152319919,1.0
GoogleDataset,0266,QUICCI,0-100,Euclidian,0.105404165,1.0
GoogleDataset,0266,RICI,0-100,Cosine,2.8366796,1.0
GoogleDataset,0266,RICI,0-100,Euclidian,1.596013281,1.0
GoogleDataset,0266,SI,0-100,Cosine,2.471515204,0.9999999999999999
GoogleDataset,0266,SI,0-100,Euclidian,1.543820445,0.9999572047985519
GoogleDataset,0267,3DSC,0-100,Cosine,2.064207095,0.9999999999999901
GoogleDataset,0267,3DSC,0-100,Euclidian,1.146133711,0.9999992412984926
GoogleDataset,0267,FPFH,0-100,Cosine,0.056698697,1.0
GoogleDataset,0267,FPFH,0-100,Euclidian,0.04202967,1.0
GoogleDataset,0267,QUICCI,0-100,Cosine,0.062264036,0.9998839503307415
GoogleDataset,0267,QUICCI,0-100,Euclidian,0.04293174,1.0
GoogleDataset,0267,RICI,0-100,Cosine,1.166247663,0.9998839503307415
GoogleDataset,0267,RICI,0-100,Euclidian,0.653243226,1.0
GoogleDataset,0267,SI,0-100,Cosine,1.00400913,0.9990716026459323
GoogleDataset,0267,SI,0-100,Euclidian,0.629251019,0.999813338474919
GoogleDataset,0268,3DSC,0-100,Cosine,0.172613063,0.9907791609036423
GoogleDataset,0268,3DSC,0-100,Euclidian,0.095678543,1.0
