dataset,object,descriptor,category,distanceFunction,time,similarity
GoogleDataset,0405,QUICCI,0-100,Euclidian,0.041375886,1.0
GoogleDataset,0405,RICI,0-100,Cosine,1.103702429,1.0
GoogleDataset,0405,RICI,0-100,Euclidian,0.622689634,1.0
GoogleDataset,0405,SI,0-100,Cosine,0.951874774,0.9996970431410515
GoogleDataset,0405,SI,0-100,Euclidian,0.595656127,0.9979130879329987
GoogleDataset,0406,3DSC,0-100,Cosine,1.105791414,0.9999999999999943
GoogleDataset,0406,3DSC,0-100,Euclidian,0.616017714,0.999999327532552
GoogleDataset,0406,FPFH,0-100,Cosine,0.030716423,1.0
GoogleDataset,0406,FPFH,0-100,Euclidian,0.022646563,1.0
GoogleDataset,0406,QUICCI,0-100,Cosine,0.033313606,1.0
GoogleDataset,0406,QUICCI,0-100,Euclidian,0.023665094,1.0
GoogleDataset,0406,RICI,0-100,Cosine,0.624533392,1.0
GoogleDataset,0406,RICI,0-100,Euclidian,0.353597903,1.0
GoogleDataset,0406,SI,0-100,Cosine,0.534412461,0.998078975453571
GoogleDataset,0406,SI,0-100,Euclidian,0.335657406,0.9987754208402293
GoogleDataset,0407,3DSC,0-100,Cosine,0.206798467,0.9999999999999647
GoogleDataset,0407,3DSC,0-100,Euclidian,0.114521924,0.9999990927097482
GoogleDataset,0407,FPFH,0-100,Cosine,0.005731717,1.0
GoogleDataset,0407,FPFH,0-100,Euclidian,0.004112104,1.0
GoogleDataset,0407,QUICCI,0-100,Cosine,0.006079738,1.0
GoogleDataset,0407,QUICCI,0-100,Euclidian,0.004282418,1.0
GoogleDataset,0407,RICI,0-100,Cosine,0.113891802,1.0
GoogleDataset,0407,RICI,0-100,Euclidian,0.064061053,1.0
GoogleDataset,0407,SI,0-100,Cosine,0.098893751,0.9935597189695347
GoogleDataset,0407,SI,0-100,Euclidian,0.060738157,0.9991902057218848
GoogleDataset,0408,3DSC,0-100,Cosine,0.379646206,0.9999999999999905
GoogleDataset,0408,3DSC,0-100,Euclidian,0.213839594,0.9999992685059553
GoogleDataset,0408,FPFH,0-100,Cosine,0.010635552,1.0
GoogleDataset,0408,FPFH,0-100,Euclidian,0.00772296,1.0
GoogleDataset,0408,QUICCI,0-100,Cosine,0.011237244,1.0
GoogleDataset,0408,QUICCI,0-100,Euclidian,0.007868085,1.0
GoogleDataset,0408,RICI,0-100,Cosine,0.214330018,1.0
GoogleDataset,0408,RICI,0-100,Euclidian,0.117804674,1.0
GoogleDataset,0408,SI,0-100,Cosine,0.182547084,0.9905778894472236
GoogleDataset,0408,SI,0-100,Euclidian,0.113493508,0.9992861965705025
GoogleDataset,0409,3DSC,0-100,Cosine,1.353626977,0.0
GoogleDataset,0409,3DSC,0-100,Euclidian,0.75432536,1.0
GoogleDataset,0409,FPFH,0-100,Cosine,0.038078729,1.0
GoogleDataset,0409,FPFH,0-100,Euclidian,0.027842557,1.0
GoogleDataset,0409,QUICCI,0-100,Cosine,0.040932598,1.0
GoogleDataset,0409,QUICCI,0-100,Euclidian,0.028603928,1.0
GoogleDataset,0409,RICI,0-100,Cosine,0.758218862,1.0
GoogleDataset,0409,RICI,0-100,Euclidian,0.429910433,1.0
GoogleDataset,0409,SI,0-100,Cosine,0.656432914,0.9999999999999991
GoogleDataset,0409,SI,0-100,Euclidian,0.410755258,0.9999149819194006
GoogleDataset,0410,3DSC,0-100,Cosine,0.817588724,0.12055202923639162
GoogleDataset,0410,3DSC,0-100,Euclidian,0.455750592,1.0
GoogleDataset,0410,FPFH,0-100,Cosine,0.022691918,1.0
GoogleDataset,0410,FPFH,0-100,Euclidian,0.016661969,1.0
GoogleDataset,0410,QUICCI,0-100,Cosine,0.025332813,1.0
GoogleDataset,0410,QUICCI,0-100,Euclidian,0.017367913,1.0
GoogleDataset,0410,RICI,0-100,Cosine,0.459267035,1.0
GoogleDataset,0410,RICI,0-100,Euclidian,0.259074694,1.0
GoogleDataset,0410,SI,0-100,Cosine,0.397527081,0.9999999999999888
GoogleDataset,0410,SI,0-100,Euclidian,0.246671209,0.9991518092750182
GoogleDataset,0411,3DSC,0-100,Cosine,5.79592203,1.0
GoogleDataset,0411,3DSC,0-100,Euclidian,3.157502527,0.999999871662152
GoogleDataset,0411,FPFH,0-100,Cosine,0.157181423,1.0
GoogleDataset,0411,FPFH,0-100,Euclidian,0.115755333,1.0
GoogleDataset,0411,QUICCI,0-100,Cosine,0.172770996,0.9999580078945158
GoogleDataset,0411,QUICCI,0-100,Euclidian,0.120063787,1.0
GoogleDataset,0411,RICI,0-100,Cosine,3.239242018,0.9999580078945158
GoogleDataset,0411,RICI,0-100,Euclidian,1.810905247,1.0
GoogleDataset,0411,SI,0-100,Cosine,2.83676824,0.9999580078945156
GoogleDataset,0411,SI,0-100,Euclidian,1.757862397,0.9998682194595965
GoogleDataset,0412,3DSC,0-100,Cosine,0.709579008,0.12283659249269499
GoogleDataset,0412,3DSC,0-100,Euclidian,0.394240307,1.0
GoogleDataset,0412,FPFH,0-100,Cosine,0.019969021,1.0
GoogleDataset,0412,FPFH,0-100,Euclidian,0.014547764,1.0
GoogleDataset,0412,QUICCI,0-100,Cosine,0.021558078,1.0
GoogleDataset,0412,QUICCI,0-100,Euclidian,0.015232466,1.0
GoogleDataset,0412,RICI,0-100,Cosine,0.398950418,1.0
GoogleDataset,0412,RICI,0-100,Euclidian,0.226648704,1.0
GoogleDataset,0412,SI,0-100,Cosine,0.345142533,0.9999999999999855
GoogleDataset,0412,SI,0-100,Euclidian,0.215702449,0.9991838304391104
GoogleDataset,0413,3DSC,0-100,Cosine,0.721145869,0.6239288068556361
GoogleDataset,0413,3DSC,0-100,Euclidian,0.401821791,1.0
GoogleDataset,0413,FPFH,0-100,Cosine,0.02125421,1.0
GoogleDataset,0413,FPFH,0-100,Euclidian,0.015005339,1.0
GoogleDataset,0413,QUICCI,0-100,Cosine,0.021949629,1.0
GoogleDataset,0413,QUICCI,0-100,Euclidian,0.015286712,1.0
GoogleDataset,0413,RICI,0-100,Cosine,0.405408092,1.0
GoogleDataset,0413,RICI,0-100,Euclidian,0.229339699,1.0
GoogleDataset,0413,SI,0-100,Cosine,0.349134649,0.9973632168753964
GoogleDataset,0413,SI,0-100,Euclidian,0.217556478,0.9988943400677004
GoogleDataset,0414,3DSC,0-100,Cosine,3.342253644,1.0
GoogleDataset,0414,3DSC,0-100,Euclidian,1.853619218,1.0
GoogleDataset,0414,FPFH,0-100,Cosine,0.09291352,1.0
GoogleDataset,0414,FPFH,0-100,Euclidian,0.067079295,1.0
GoogleDataset,0414,QUICCI,0-100,Cosine,0.100684324,1.0
GoogleDataset,0414,QUICCI,0-100,Euclidian,0.070376121,1.0
GoogleDataset,0414,RICI,0-100,Cosine,1.941565872,1.0
GoogleDataset,0414,RICI,0-100,Euclidian,1.061656695,1.0
GoogleDataset,0414,SI,0-100,Cosine,1.663462776,0.9999999999999998
GoogleDataset,0414,SI,0-100,Euclidian,1.020346657,0.9999912398110058
GoogleDataset,0415,3DSC,0-100,Cosine,0.909423435,0.0
GoogleDataset,0415,3DSC,0-100,Euclidian,0.503718449,1.0
GoogleDataset,0415,FPFH,0-100,Cosine,0.024445611,1.0
GoogleDataset,0415,FPFH,0-100,Euclidian,0.018438927,1.0
GoogleDataset,0415,QUICCI,0-100,Cosine,0.027264966,1.0
GoogleDataset,0415,QUICCI,0-100,Euclidian,0.019089634,1.0
GoogleDataset,0415,RICI,0-100,Cosine,0.505323528,1.0
GoogleDataset,0415,RICI,0-100,Euclidian,0.289665399,1.0
GoogleDataset,0415,SI,0-100,Cosine,0.440178283,0.9996032795556009
GoogleDataset,0415,SI,0-100,Euclidian,0.273407844,0.9968289370833285
GoogleDataset,0416,3DSC,0-100,Cosine,0.330315548,0.7952346395742622
GoogleDataset,0416,3DSC,0-100,Euclidian,0.182077668,1.0
GoogleDataset,0416,FPFH,0-100,Cosine,0.009254446,1.0
GoogleDataset,0416,FPFH,0-100,Euclidian,0.006789273,1.0
GoogleDataset,0416,QUICCI,0-100,Cosine,0.009997449,1.0
GoogleDataset,0416,QUICCI,0-100,Euclidian,0.006935826,1.0
GoogleDataset,0416,RICI,0-100,Cosine,0.183664933,1.0
GoogleDataset,0416,RICI,0-100,Euclidian,0.104090952,1.0
GoogleDataset,0416,SI,0-100,Cosine,0.160253502,0.9981857764876241
GoogleDataset,0416,SI,0-100,Euclidian,0.099841898,0.998853428069129
GoogleDataset,0417,3DSC,0-100,Cosine,0.700412809,0.0
GoogleDataset,0417,3DSC,0-100,Euclidian,0.390471169,1.0
GoogleDataset,0417,FPFH,0-100,Cosine,0.019687715,1.0
GoogleDataset,0417,FPFH,0-100,Euclidian,0.014547674,1.0
GoogleDataset,0417,QUICCI,0-100,Cosine,0.021423954,1.0
GoogleDataset,0417,QUICCI,0-100,Euclidian,0.014843188,1.0
GoogleDataset,0417,RICI,0-100,Cosine,0.393947478,1.0
GoogleDataset,0417,RICI,0-100,Euclidian,0.220222058,1.0
GoogleDataset,0417,SI,0-100,Cosine,0.342822061,0.9998304510003142
GoogleDataset,0417,SI,0-100,Euclidian,0.214029151,0.9988126227406728
GoogleDataset,0418,3DSC,0-100,Cosine,5.48614523,0.680966727796699
GoogleDataset,0418,3DSC,0-100,Euclidian,3.034449195,1.0
GoogleDataset,0418,FPFH,0-100,Cosine,0.15168261,1.0
GoogleDataset,0418,FPFH,0-100,Euclidian,0.112130969,1.0
GoogleDataset,0418,QUICCI,0-100,Cosine,0.166221053,1.0
GoogleDataset,0418,QUICCI,0-100,Euclidian,0.115314365,1.0
GoogleDataset,0418,RICI,0-100,Cosine,3.094826298,1.0
GoogleDataset,0418,RICI,0-100,Euclidian,1.738165123,1.0
GoogleDataset,0418,SI,0-100,Cosine,2.681930161,0.9999999999999998
GoogleDataset,0418,SI,0-100,Euclidian,1.67216155,0.9999708144172459
GoogleDataset,0419,3DSC,0-100,Cosine,0.49554438,0.0
GoogleDataset,0419,3DSC,0-100,Euclidian,0.276043676,1.0
GoogleDataset,0419,FPFH,0-100,Cosine,0.014009155,1.0
GoogleDataset,0419,FPFH,0-100,Euclidian,0.010142323,1.0
GoogleDataset,0419,QUICCI,0-100,Cosine,0.014993603,1.0
GoogleDataset,0419,QUICCI,0-100,Euclidian,0.010471107,1.0
GoogleDataset,0419,RICI,0-100,Cosine,0.278907501,1.0
GoogleDataset,0419,RICI,0-100,Euclidian,0.156987879,1.0
GoogleDataset,0419,SI,0-100,Cosine,0.240454142,0.998795180722843
GoogleDataset,0419,SI,0-100,Euclidian,0.149827463,0.9982014411145793
GoogleDataset,0420,3DSC,0-100,Cosine,1.499875683,0.09196315120711562
GoogleDataset,0420,3DSC,0-100,Euclidian,0.833644351,1.0
GoogleDataset,0420,FPFH,0-100,Cosine,0.041885441,1.0
GoogleDataset,0420,FPFH,0-100,Euclidian,0.030760791,1.0
GoogleDataset,0420,QUICCI,0-100,Cosine,0.045933915,1.0
GoogleDataset,0420,QUICCI,0-100,Euclidian,0.032045664,1.0
GoogleDataset,0420,RICI,0-100,Cosine,0.848584708,1.0
GoogleDataset,0420,RICI,0-100,Euclidian,0.481342509,1.0
GoogleDataset,0420,SI,0-100,Cosine,0.7355533,0.9999999999999948
GoogleDataset,0420,SI,0-100,Euclidian,0.457728789,0.9996978216347925
GoogleDataset,0421,3DSC,0-100,Cosine,0.173427016,1.0
GoogleDataset,0421,3DSC,0-100,Euclidian,0.095285989,1.0
GoogleDataset,0421,FPFH,0-100,Cosine,0.004872974,1.0
GoogleDataset,0421,FPFH,0-100,Euclidian,0.00353448,1.0
GoogleDataset,0421,QUICCI,0-100,Cosine,0.005326211,1.0
GoogleDataset,0421,QUICCI,0-100,Euclidian,0.003652609,1.0
GoogleDataset,0421,RICI,0-100,Cosine,0.098161894,1.0
GoogleDataset,0421,RICI,0-100,Euclidian,0.053231524,1.0
GoogleDataset,0421,SI,0-100,Cosine,0.084417071,0.9931600547195002
GoogleDataset,0421,SI,0-100,Euclidian,0.051575599,0.9985034467862635
GoogleDataset,0422,3DSC,0-100,Cosine,1.064929328,0.0
GoogleDataset,0422,3DSC,0-100,Euclidian,0.596577581,1.0
GoogleDataset,0422,FPFH,0-100,Cosine,0.029697851,1.0
GoogleDataset,0422,FPFH,0-100,Euclidian,0.022117416,1.0
GoogleDataset,0422,QUICCI,0-100,Cosine,0.031975599,1.0
GoogleDataset,0422,QUICCI,0-100,Euclidian,0.022278478,1.0
GoogleDataset,0422,RICI,0-100,Cosine,0.591431484,1.0
GoogleDataset,0422,RICI,0-100,Euclidian,0.337914139,1.0
GoogleDataset,0422,SI,0-100,Cosine,0.517152366,0.999999999999998
GoogleDataset,0422,SI,0-100,Euclidian,0.319572174,0.999747384344382
GoogleDataset,0423,3DSC,0-100,Cosine,0.613145271,0.9857739493604802
GoogleDataset,0423,3DSC,0-100,Euclidian,0.339726249,1.0
GoogleDataset,0423,FPFH,0-100,Cosine,0.017079604,1.0
GoogleDataset,0423,FPFH,0-100,Euclidian,0.012500018,1.0
GoogleDataset,0423,QUICCI,0-100,Cosine,0.018613597,1.0
GoogleDataset,0423,QUICCI,0-100,Euclidian,0.012989608,1.0
GoogleDataset,0423,RICI,0-100,Cosine,0.344905228,1.0
GoogleDataset,0423,RICI,0-100,Euclidian,0.196695811,1.0
GoogleDataset,0423,SI,0-100,Cosine,0.29471037,0.999608457321834
GoogleDataset,0423,SI,0-100,Euclidian,0.183155532,0.9991591438297384
GoogleDataset,0424,3DSC,0-100,Cosine,0.302171598,0.6093065222995617
GoogleDataset,0424,3DSC,0-100,Euclidian,0.169143665,1.0
GoogleDataset,0424,FPFH,0-100,Cosine,0.008539745,1.0
GoogleDataset,0424,FPFH,0-100,Euclidian,0.006201403,1.0
GoogleDataset,0424,QUICCI,0-100,Cosine,0.009368571,1.0
GoogleDataset,0424,QUICCI,0-100,Euclidian,0.00652345,1.0
GoogleDataset,0424,RICI,0-100,Cosine,0.169382835,1.0
GoogleDataset,0424,RICI,0-100,Euclidian,0.097783494,1.0
GoogleDataset,0424,SI,0-100,Cosine,0.145950244,0.999226604794946
GoogleDataset,0424,SI,0-100,Euclidian,0.091230667,0.9970658085157984
GoogleDataset,0425,3DSC,0-100,Cosine,1.494750774,0.5023892039487503
GoogleDataset,0425,3DSC,0-100,Euclidian,0.832315756,1.0
GoogleDataset,0425,FPFH,0-100,Cosine,0.043276977,1.0
GoogleDataset,0425,FPFH,0-100,Euclidian,0.030256336,1.0
GoogleDataset,0425,QUICCI,0-100,Cosine,0.045679617,1.0
GoogleDataset,0425,QUICCI,0-100,Euclidian,0.031607448,1.0
GoogleDataset,0425,RICI,0-100,Cosine,0.840530152,1.0
GoogleDataset,0425,RICI,0-100,Euclidian,0.474583686,1.0
GoogleDataset,0425,SI,0-100,Cosine,0.725822077,0.9999999999999998
GoogleDataset,0425,SI,0-100,Euclidian,0.456911391,0.9999174566366112
GoogleDataset,0426,3DSC,0-100,Cosine,1.057457084,0.0
GoogleDataset,0426,3DSC,0-100,Euclidian,0.58212872,1.0
GoogleDataset,0426,FPFH,0-100,Cosine,0.029043718,1.0
GoogleDataset,0426,FPFH,0-100,Euclidian,0.02150751,1.0
GoogleDataset,0426,QUICCI,0-100,Cosine,0.031635665,1.0
GoogleDataset,0426,QUICCI,0-100,Euclidian,0.021919425,1.0
GoogleDataset,0426,RICI,0-100,Cosine,0.582358533,1.0
GoogleDataset,0426,RICI,0-100,Euclidian,0.331506847,1.0
GoogleDataset,0426,SI,0-100,Cosine,0.507489427,0.9999999999999983
GoogleDataset,0426,SI,0-100,Euclidian,0.315160335,0.9997671898367041
GoogleDataset,0427,3DSC,0-100,Cosine,0.818025899,0.0
GoogleDataset,0427,3DSC,0-100,Euclidian,0.456170419,1.0
GoogleDataset,0427,FPFH,0-100,Cosine,0.022885825,1.0
GoogleDataset,0427,FPFH,0-100,Euclidian,0.016806514,1.0
GoogleDataset,0427,QUICCI,0-100,Cosine,0.025107838,1.0
GoogleDataset,0427,QUICCI,0-100,Euclidian,0.017296468,1.0
GoogleDataset,0427,RICI,0-100,Cosine,0.461755814,1.0
GoogleDataset,0427,RICI,0-100,Euclidian,0.261044418,1.0
GoogleDataset,0427,SI,0-100,Cosine,0.398221675,0.9999999999999997
GoogleDataset,0427,SI,0-100,Euclidian,0.246602213,0.9998835551616179
GoogleDataset,0428,3DSC,0-100,Cosine,0.767547716,0.0
GoogleDataset,0428,3DSC,0-100,Euclidian,0.42697236,1.0
GoogleDataset,0428,FPFH,0-100,Cosine,0.021456261,1.0
GoogleDataset,0428,FPFH,0-100,Euclidian,0.015559865,1.0
GoogleDataset,0428,QUICCI,0-100,Cosine,0.023413344,1.0
GoogleDataset,0428,QUICCI,0-100,Euclidian,0.016117447,1.0
GoogleDataset,0428,RICI,0-100,Cosine,0.440673757,1.0
GoogleDataset,0428,RICI,0-100,Euclidian,0.251216311,1.0
GoogleDataset,0428,SI,0-100,Cosine,0.374659307,0.9999999999999984
GoogleDataset,0428,SI,0-100,Euclidian,0.231289328,0.999832699280513
GoogleDataset,0429,3DSC,0-100,Cosine,2.182065733,0.9101175797862836
GoogleDataset,0429,3DSC,0-100,Euclidian,1.214644981,1.0
GoogleDataset,0429,FPFH,0-100,Cosine,0.061138147,1.0
GoogleDataset,0429,FPFH,0-100,Euclidian,0.044501753,1.0
GoogleDataset,0429,QUICCI,0-100,Cosine,0.066174566,1.0
GoogleDataset,0429,QUICCI,0-100,Euclidian,0.046101403,1.0
GoogleDataset,0429,RICI,0-100,Cosine,1.247856965,1.0
GoogleDataset,0429,RICI,0-100,Euclidian,0.692415275,1.0
GoogleDataset,0429,SI,0-100,Cosine,1.072924896,0.9999999999999992
GoogleDataset,0429,SI,0-100,Euclidian,0.662465866,0.9996552194492886
GoogleDataset,0430,3DSC,0-100,Cosine,0.341643747,0.9999999999999906
GoogleDataset,0430,3DSC,0-100,Euclidian,0.192139275,0.9999991452628274
GoogleDataset,0430,FPFH,0-100,Cosine,0.009536028,1.0
GoogleDataset,0430,FPFH,0-100,Euclidian,0.006892964,1.0
GoogleDataset,0430,QUICCI,0-100,Cosine,0.010268758,1.0
GoogleDataset,0430,QUICCI,0-100,Euclidian,0.007129653,1.0
GoogleDataset,0430,RICI,0-100,Cosine,0.19189607,1.0
GoogleDataset,0430,RICI,0-100,Euclidian,0.107564807,1.0
GoogleDataset,0430,SI,0-100,Cosine,0.163733327,0.997697974217279
GoogleDataset,0430,SI,0-100,Euclidian,0.102828919,0.9987527831111257
GoogleDataset,0431,3DSC,0-100,Cosine,0.693752059,0.9999999999999826
GoogleDataset,0431,3DSC,0-100,Euclidian,0.388944106,0.9999989779469626
GoogleDataset,0431,FPFH,0-100,Cosine,0.019286969,1.0
GoogleDataset,0431,FPFH,0-100,Euclidian,0.014179669,1.0
GoogleDataset,0431,QUICCI,0-100,Cosine,0.020056304,1.0
GoogleDataset,0431,QUICCI,0-100,Euclidian,0.014322468,1.0
GoogleDataset,0431,RICI,0-100,Cosine,0.388755322,1.0
GoogleDataset,0431,RICI,0-100,Euclidian,0.218901134,1.0
GoogleDataset,0431,SI,0-100,Cosine,0.33380005,0.9991364421416199
GoogleDataset,0431,SI,0-100,Euclidian,0.209131327,0.9993660133215967
GoogleDataset,0432,3DSC,0-100,Cosine,0.550677306,0.9381802350892469
GoogleDataset,0432,3DSC,0-100,Euclidian,0.306164064,1.0
GoogleDataset,0432,FPFH,0-100,Cosine,0.014925779,1.0
GoogleDataset,0432,FPFH,0-100,Euclidian,0.011116686,1.0
GoogleDataset,0432,QUICCI,0-100,Cosine,0.016724022,1.0
GoogleDataset,0432,QUICCI,0-100,Euclidian,0.011550113,1.0
GoogleDataset,0432,RICI,0-100,Cosine,0.310131879,1.0
GoogleDataset,0432,RICI,0-100,Euclidian,0.176038586,1.0
GoogleDataset,0432,SI,0-100,Cosine,0.266165651,0.9999999999999958
GoogleDataset,0432,SI,0-100,Euclidian,0.166382903,0.9997904330338685
GoogleDataset,0433,3DSC,0-100,Cosine,3.562227381,0.36324028461959496
GoogleDataset,0433,3DSC,0-100,Euclidian,1.992141408,1.0
GoogleDataset,0433,FPFH,0-100,Cosine,0.100634542,1.0
GoogleDataset,0433,FPFH,0-100,Euclidian,0.07434147,1.0
GoogleDataset,0433,QUICCI,0-100,Cosine,0.109082465,1.0
GoogleDataset,0433,QUICCI,0-100,Euclidian,0.075895345,1.0
GoogleDataset,0433,RICI,0-100,Cosine,2.008899704,1.0
GoogleDataset,0433,RICI,0-100,Euclidian,1.133913962,1.0
GoogleDataset,0433,SI,0-100,Cosine,1.739570732,0.9999999999999999
GoogleDataset,0433,SI,0-100,Euclidian,1.089992357,0.9999183184458224
GoogleDataset,0434,3DSC,0-100,Cosine,0.480114323,0.0
GoogleDataset,0434,3DSC,0-100,Euclidian,0.267900529,1.0
GoogleDataset,0434,FPFH,0-100,Cosine,0.013495021,1.0
GoogleDataset,0434,FPFH,0-100,Euclidian,0.010072607,1.0
GoogleDataset,0434,QUICCI,0-100,Cosine,0.014395302,0.9993521218011014
GoogleDataset,0434,QUICCI,0-100,Euclidian,0.010153102,1.0
GoogleDataset,0434,RICI,0-100,Cosine,0.269127526,0.9993521218011014
GoogleDataset,0434,RICI,0-100,Euclidian,0.151600919,1.0
GoogleDataset,0434,SI,0-100,Cosine,0.232398757,0.999999999999827
GoogleDataset,0434,SI,0-100,Euclidian,0.146161353,0.9949558083711493
GoogleDataset,0435,3DSC,0-100,Cosine,0.966310545,0.0
GoogleDataset,0435,3DSC,0-100,Euclidian,0.536688923,1.0
GoogleDataset,0435,FPFH,0-100,Cosine,0.027448548,1.0
GoogleDataset,0435,FPFH,0-100,Euclidian,0.019639169,1.0
GoogleDataset,0435,QUICCI,0-100,Cosine,0.029304879,1.0
GoogleDataset,0435,QUICCI,0-100,Euclidian,0.020409624,1.0
GoogleDataset,0435,RICI,0-100,Cosine,0.536829802,1.0
GoogleDataset,0435,RICI,0-100,Euclidian,0.307185071,1.0
GoogleDataset,0435,SI,0-100,Cosine,0.466599489,0.9999999999999983
GoogleDataset,0435,SI,0-100,Euclidian,0.290228911,0.9997679915455718
GoogleDataset,0436,3DSC,0-100,Cosine,3.185859389,0.8084390052098692
GoogleDataset,0436,3DSC,0-100,Euclidian,1.769633115,1.0
GoogleDataset,0436,FPFH,0-100,Cosine,0.088408237,1.0
GoogleDataset,0436,FPFH,0-100,Euclidian,0.064993497,1.0
GoogleDataset,0436,QUICCI,0-100,Cosine,0.096174405,1.0
GoogleDataset,0436,QUICCI,0-100,Euclidian,0.066627119,1.0
GoogleDataset,0436,RICI,0-100,Cosine,1.779664532,1.0
GoogleDataset,0436,RICI,0-100,Euclidian,0.996491851,1.0
GoogleDataset,0436,SI,0-100,Cosine,1.564507015,0.9999999999999998
GoogleDataset,0436,SI,0-100,Euclidian,0.970266748,0.999944666778636
GoogleDataset,0437,3DSC,0-100,Cosine,1.106231458,0.541141456582633
GoogleDataset,0437,3DSC,0-100,Euclidian,0.618178376,1.0
GoogleDataset,0437,FPFH,0-100,Cosine,0.031106242,1.0
GoogleDataset,0437,FPFH,0-100,Euclidian,0.022886973,1.0
GoogleDataset,0437,QUICCI,0-100,Cosine,0.034270668,1.0
GoogleDataset,0437,QUICCI,0-100,Euclidian,0.02352258,1.0
GoogleDataset,0437,RICI,0-100,Cosine,0.634119065,1.0
GoogleDataset,0437,RICI,0-100,Euclidian,0.354422139,1.0
GoogleDataset,0437,SI,0-100,Cosine,0.550352924,0.9999999999999993
GoogleDataset,0437,SI,0-100,Euclidian,0.335972777,0.9998982992371219
GoogleDataset,0438,3DSC,0-100,Cosine,1.86079,0.0
GoogleDataset,0438,3DSC,0-100,Euclidian,1.03471933,1.0
GoogleDataset,0438,FPFH,0-100,Cosine,0.051907086,1.0
GoogleDataset,0438,FPFH,0-100,Euclidian,0.038322479,1.0
GoogleDataset,0438,QUICCI,0-100,Cosine,0.056357849,1.0
GoogleDataset,0438,QUICCI,0-100,Euclidian,0.038915129,1.0
GoogleDataset,0438,RICI,0-100,Cosine,1.042540727,1.0
GoogleDataset,0438,RICI,0-100,Euclidian,0.588443062,1.0
GoogleDataset,0438,SI,0-100,Cosine,0.901558389,0.9999999999999991
GoogleDataset,0438,SI,0-100,Euclidian,0.565898449,0.9997762808063783
GoogleDataset,0439,3DSC,0-100,Cosine,2.198878862,0.5107309817254568
GoogleDataset,0439,3DSC,0-100,Euclidian,1.227718794,1.0
GoogleDataset,0439,FPFH,0-100,Cosine,0.060446737,1.0
GoogleDataset,0439,FPFH,0-100,Euclidian,0.045353117,1.0
GoogleDataset,0439,QUICCI,0-100,Cosine,0.066506204,0.9998937526561836
GoogleDataset,0439,QUICCI,0-100,Euclidian,0.046559757,1.0
GoogleDataset,0439,RICI,0-100,Cosine,1.242689853,0.9998937526561836
GoogleDataset,0439,RICI,0-100,Euclidian,0.693657284,1.0
GoogleDataset,0439,SI,0-100,Cosine,1.083069369,0.9998937526561835
GoogleDataset,0439,SI,0-100,Euclidian,0.665924504,0.9998118936443073
GoogleDataset,0440,3DSC,0-100,Cosine,5.218149304,0.04129523809523809
GoogleDataset,0440,3DSC,0-100,Euclidian,2.898089949,1.0
GoogleDataset,0440,FPFH,0-100,Cosine,0.145559144,1.0
GoogleDataset,0440,FPFH,0-100,Euclidian,0.10696019,1.0
GoogleDataset,0440,QUICCI,0-100,Cosine,0.158279132,1.0
GoogleDataset,0440,QUICCI,0-100,Euclidian,0.110500314,1.0
GoogleDataset,0440,RICI,0-100,Cosine,2.955369936,1.0
GoogleDataset,0440,RICI,0-100,Euclidian,1.657371403,1.0
GoogleDataset,0440,SI,0-100,Cosine,2.551953022,0.9999999999999998
GoogleDataset,0440,SI,0-100,Euclidian,1.597223916,0.9999820365552937
GoogleDataset,0441,3DSC,0-100,Cosine,0.557789265,0.8700418289340833
GoogleDataset,0441,3DSC,0-100,Euclidian,0.309958904,1.0
GoogleDataset,0441,FPFH,0-100,Cosine,0.015180313,1.0
GoogleDataset,0441,FPFH,0-100,Euclidian,0.01106996,1.0
GoogleDataset,0441,QUICCI,0-100,Cosine,0.016906657,1.0
GoogleDataset,0441,QUICCI,0-100,Euclidian,0.011681807,1.0
GoogleDataset,0441,RICI,0-100,Cosine,0.312638791,1.0
GoogleDataset,0441,RICI,0-100,Euclidian,0.17491731,1.0
GoogleDataset,0441,SI,0-100,Cosine,0.270892158,0.9891821722197993
GoogleDataset,0441,SI,0-100,Euclidian,0.167239264,0.9988094565888804
GoogleDataset,0442,3DSC,0-100,Cosine,0.297908374,0.0
GoogleDataset,0442,3DSC,0-100,Euclidian,0.165670441,1.0
GoogleDataset,0442,FPFH,0-100,Cosine,0.008526446,1.0
GoogleDataset,0442,FPFH,0-100,Euclidian,0.006122791,1.0
GoogleDataset,0442,QUICCI,0-100,Cosine,0.009019769,1.0
GoogleDataset,0442,QUICCI,0-100,Euclidian,0.006391112,1.0
GoogleDataset,0442,RICI,0-100,Cosine,0.166993064,1.0
GoogleDataset,0442,RICI,0-100,Euclidian,0.093221614,1.0
GoogleDataset,0442,SI,0-100,Cosine,0.145628856,0.9992113564667154
GoogleDataset,0442,SI,0-100,Euclidian,0.087995749,0.9960838492135143
GoogleDataset,0443,3DSC,0-100,Cosine,2.730676437,0.7235219362851284
GoogleDataset,0443,3DSC,0-100,Euclidian,1.519528443,0.9999855587326344
GoogleDataset,0443,FPFH,0-100,Cosine,0.076313942,0.9999855587326344
GoogleDataset,0443,FPFH,0-100,Euclidian,0.056592307,0.9999855587326344
GoogleDataset,0443,QUICCI,0-100,Cosine,0.083431251,0.9999422349305375
GoogleDataset,0443,QUICCI,0-100,Euclidian,0.057745952,0.9999855587326344
