dataset,object,descriptor,category,distanceFunction,similarity,time
OverlappingObjects,0733,SI,15.1-25.0,Cosine,0.545752,0.000383
OverlappingObjects,0733,SI,15.1-25.0,Pearson,0.543346,0.000209
OverlappingObjects,0734,SI,15.1-25.0,Cosine,0.639699,0.001373
OverlappingObjects,0734,SI,15.1-25.0,Pearson,0.636030,0.000419
OverlappingObjects,0735,SI,15.1-25.0,Cosine,0.725673,0.001285
OverlappingObjects,0735,SI,15.1-25.0,Pearson,0.724177,0.000477
OverlappingObjects,0736,SI,15.1-25.0,Cosine,0.513719,0.001320
OverlappingObjects,0736,SI,15.1-25.0,Pearson,0.510191,0.000416
OverlappingObjects,0737,SI,15.1-25.0,Cosine,0.604756,0.000324
OverlappingObjects,0737,SI,15.1-25.0,Pearson,0.601958,0.000194
OverlappingObjects,0738,SI,15.1-25.0,Cosine,0.596072,0.000731
OverlappingObjects,0738,SI,15.1-25.0,Pearson,0.594656,0.000291
OverlappingObjects,0739,SI,15.1-25.0,Cosine,0.399405,0.002020
OverlappingObjects,0739,SI,15.1-25.0,Pearson,0.388086,0.000423
OverlappingObjects,0740,SI,15.1-25.0,Cosine,0.712071,0.002683
OverlappingObjects,0740,SI,15.1-25.0,Pearson,0.708823,0.000672
OverlappingObjects,0741,SI,15.1-25.0,Cosine,0.330461,0.000642
OverlappingObjects,0741,SI,15.1-25.0,Pearson,0.321418,0.000212
OverlappingObjects,0742,SI,15.1-25.0,Cosine,0.537252,0.000353
OverlappingObjects,0742,SI,15.1-25.0,Pearson,0.534573,0.000190
OverlappingObjects,0743,SI,15.1-25.0,Cosine,0.549031,0.000299
OverlappingObjects,0743,SI,15.1-25.0,Pearson,0.546385,0.000203
OverlappingObjects,0744,SI,15.1-25.0,Cosine,0.636696,0.001275
OverlappingObjects,0744,SI,15.1-25.0,Pearson,0.633849,0.000415
OverlappingObjects,0745,SI,15.1-25.0,Cosine,0.724276,0.001940
OverlappingObjects,0745,SI,15.1-25.0,Pearson,0.721673,0.000568
OverlappingObjects,0746,SI,15.1-25.0,Cosine,0.662824,0.000729
OverlappingObjects,0746,SI,15.1-25.0,Pearson,0.660252,0.000276
OverlappingObjects,0747,SI,15.1-25.0,Cosine,0.689225,0.000851
OverlappingObjects,0747,SI,15.1-25.0,Pearson,0.686772,0.000317
OverlappingObjects,0748,SI,15.1-25.0,Cosine,0.370706,0.001392
OverlappingObjects,0748,SI,15.1-25.0,Pearson,0.366579,0.000460
OverlappingObjects,0749,SI,15.1-25.0,Cosine,0.592934,0.001043
OverlappingObjects,0749,SI,15.1-25.0,Pearson,0.590673,0.000355
OverlappingObjects,0750,SI,15.1-25.0,Cosine,0.637220,0.000402
OverlappingObjects,0750,SI,15.1-25.0,Pearson,0.635444,0.000227
OverlappingObjects,0751,SI,15.1-25.0,Cosine,0.598175,0.000452
OverlappingObjects,0751,SI,15.1-25.0,Pearson,0.596440,0.000237
OverlappingObjects,0752,SI,15.1-25.0,Cosine,0.600078,0.000508
OverlappingObjects,0752,SI,15.1-25.0,Pearson,0.598278,0.000268
OverlappingObjects,0753,SI,15.1-25.0,Cosine,0.606682,0.000465
OverlappingObjects,0753,SI,15.1-25.0,Pearson,0.604921,0.000295
OverlappingObjects,0754,SI,15.1-25.0,Cosine,0.520952,0.000509
OverlappingObjects,0754,SI,15.1-25.0,Pearson,0.518573,0.000240
OverlappingObjects,0755,SI,15.1-25.0,Cosine,0.473339,0.000521
OverlappingObjects,0755,SI,15.1-25.0,Pearson,0.470552,0.000239
OverlappingObjects,0756,SI,15.1-25.0,Cosine,0.586368,0.000432
OverlappingObjects,0756,SI,15.1-25.0,Pearson,0.584049,0.000235
OverlappingObjects,0757,SI,15.1-25.0,Cosine,0.762755,0.002254
OverlappingObjects,0757,SI,15.1-25.0,Pearson,0.760482,0.000698
OverlappingObjects,0758,SI,15.1-25.0,Cosine,0.727158,0.001798
OverlappingObjects,0758,SI,15.1-25.0,Pearson,0.724801,0.000535
OverlappingObjects,0759,SI,15.1-25.0,Cosine,0.736810,0.001589
OverlappingObjects,0759,SI,15.1-25.0,Pearson,0.734478,0.000518
OverlappingObjects,0760,SI,15.1-25.0,Cosine,0.746860,0.001669
OverlappingObjects,0760,SI,15.1-25.0,Pearson,0.745001,0.000552
OverlappingObjects,0761,SI,15.1-25.0,Cosine,0.512649,0.001831
OverlappingObjects,0761,SI,15.1-25.0,Pearson,0.506826,0.000497
OverlappingObjects,0762,SI,15.1-25.0,Cosine,0.702513,0.001243
OverlappingObjects,0762,SI,15.1-25.0,Pearson,0.699808,0.000491
OverlappingObjects,0763,SI,15.1-25.0,Cosine,0.590392,0.000592
OverlappingObjects,0763,SI,15.1-25.0,Pearson,0.588341,0.000293
OverlappingObjects,0764,SI,15.1-25.0,Cosine,0.621441,0.001766
OverlappingObjects,0764,SI,15.1-25.0,Pearson,0.617302,0.000507
OverlappingObjects,0765,SI,15.1-25.0,Cosine,0.698473,0.001484
OverlappingObjects,0765,SI,15.1-25.0,Pearson,0.695618,0.000467
OverlappingObjects,0766,SI,15.1-25.0,Cosine,0.689835,0.001378
OverlappingObjects,0766,SI,15.1-25.0,Pearson,0.686947,0.000419
OverlappingObjects,0767,SI,15.1-25.0,Cosine,0.681203,0.001715
OverlappingObjects,0767,SI,15.1-25.0,Pearson,0.678171,0.000498
OverlappingObjects,0768,SI,15.1-25.0,Cosine,0.428337,0.001917
OverlappingObjects,0768,SI,15.1-25.0,Pearson,0.424963,0.000576
OverlappingObjects,0769,SI,15.1-25.0,Cosine,0.458117,0.001373
OverlappingObjects,0769,SI,15.1-25.0,Pearson,0.451592,0.000382
OverlappingObjects,0770,SI,15.1-25.0,Cosine,0.718229,0.001156
OverlappingObjects,0770,SI,15.1-25.0,Pearson,0.715938,0.000383
OverlappingObjects,0771,SI,15.1-25.0,Cosine,0.762518,0.002346
OverlappingObjects,0771,SI,15.1-25.0,Pearson,0.760392,0.000656
OverlappingObjects,0772,SI,15.1-25.0,Cosine,0.490086,0.000648
OverlappingObjects,0772,SI,15.1-25.0,Pearson,0.483256,0.000250
OverlappingObjects,0773,SI,15.1-25.0,Cosine,0.708276,0.001248
OverlappingObjects,0773,SI,15.1-25.0,Pearson,0.707013,0.000430
OverlappingObjects,0774,SI,15.1-25.0,Cosine,0.687814,0.005244
OverlappingObjects,0774,SI,15.1-25.0,Pearson,0.682974,0.001060
OverlappingObjects,0775,SI,15.1-25.0,Cosine,0.706379,0.001279
OverlappingObjects,0775,SI,15.1-25.0,Pearson,0.703961,0.000425
OverlappingObjects,0776,SI,15.1-25.0,Cosine,0.578625,0.000559
OverlappingObjects,0776,SI,15.1-25.0,Pearson,0.575429,0.000255
OverlappingObjects,0777,SI,15.1-25.0,Cosine,0.614923,0.001400
OverlappingObjects,0777,SI,15.1-25.0,Pearson,0.611207,0.000409
OverlappingObjects,0778,SI,15.1-25.0,Cosine,0.693705,0.001427
OverlappingObjects,0778,SI,15.1-25.0,Pearson,0.691033,0.000428
OverlappingObjects,0779,SI,15.1-25.0,Cosine,0.714549,0.001530
OverlappingObjects,0779,SI,15.1-25.0,Pearson,0.712228,0.000466
OverlappingObjects,0780,SI,15.1-25.0,Cosine,0.720606,0.001946
OverlappingObjects,0780,SI,15.1-25.0,Pearson,0.717941,0.000584
OverlappingObjects,0781,SI,15.1-25.0,Cosine,0.619476,0.000461
OverlappingObjects,0781,SI,15.1-25.0,Pearson,0.616306,0.000250
OverlappingObjects,0782,SI,15.1-25.0,Cosine,0.707186,0.000645
OverlappingObjects,0782,SI,15.1-25.0,Pearson,0.706073,0.000265
OverlappingObjects,0783,SI,15.1-25.0,Cosine,0.612846,0.000257
OverlappingObjects,0783,SI,15.1-25.0,Pearson,0.610421,0.000170
OverlappingObjects,0784,SI,15.1-25.0,Cosine,0.687117,0.000275
OverlappingObjects,0784,SI,15.1-25.0,Pearson,0.685677,0.000164
OverlappingObjects,0785,SI,15.1-25.0,Cosine,0.646864,0.000272
OverlappingObjects,0785,SI,15.1-25.0,Pearson,0.644707,0.000166
OverlappingObjects,0786,SI,15.1-25.0,Cosine,0.669736,0.000282
OverlappingObjects,0786,SI,15.1-25.0,Pearson,0.668279,0.000159
OverlappingObjects,0787,SI,15.1-25.0,Cosine,0.534517,0.000311
OverlappingObjects,0787,SI,15.1-25.0,Pearson,0.532313,0.000178
OverlappingObjects,0788,SI,15.1-25.0,Cosine,0.671880,0.000281
OverlappingObjects,0788,SI,15.1-25.0,Pearson,0.670265,0.000166
OverlappingObjects,0789,SI,15.1-25.0,Cosine,0.514367,0.000458
OverlappingObjects,0789,SI,15.1-25.0,Pearson,0.511726,0.000213
OverlappingObjects,0790,SI,15.1-25.0,Cosine,0.651953,0.006804
OverlappingObjects,0790,SI,15.1-25.0,Pearson,0.645326,0.001392
OverlappingObjects,0791,SI,15.1-25.0,Cosine,0.711366,0.002356
OverlappingObjects,0791,SI,15.1-25.0,Pearson,0.708288,0.000610
OverlappingObjects,0792,SI,15.1-25.0,Cosine,0.515271,0.001338
OverlappingObjects,0792,SI,15.1-25.0,Pearson,0.510704,0.000381
OverlappingObjects,0793,SI,15.1-25.0,Cosine,0.692827,0.000433
OverlappingObjects,0793,SI,15.1-25.0,Pearson,0.690732,0.000207
OverlappingObjects,0794,SI,15.1-25.0,Cosine,0.660787,0.001295
OverlappingObjects,0794,SI,15.1-25.0,Pearson,0.658254,0.000425
OverlappingObjects,0795,SI,15.1-25.0,Cosine,0.622779,0.003203
OverlappingObjects,0795,SI,15.1-25.0,Pearson,0.617403,0.000727
OverlappingObjects,0796,SI,15.1-25.0,Cosine,0.509763,0.000418
OverlappingObjects,0796,SI,15.1-25.0,Pearson,0.503535,0.000202
OverlappingObjects,0797,SI,15.1-25.0,Cosine,0.558061,0.001261
OverlappingObjects,0797,SI,15.1-25.0,Pearson,0.553682,0.000367
OverlappingObjects,0798,SI,15.1-25.0,Cosine,0.446205,0.001013
OverlappingObjects,0798,SI,15.1-25.0,Pearson,0.442499,0.000336
OverlappingObjects,0799,SI,15.1-25.0,Cosine,0.444813,0.001469
OverlappingObjects,0799,SI,15.1-25.0,Pearson,0.441541,0.000485
OverlappingObjects,0800,SI,15.1-25.0,Cosine,0.649206,0.000528
OverlappingObjects,0800,SI,15.1-25.0,Pearson,0.647542,0.000260
OverlappingObjects,0801,SI,15.1-25.0,Cosine,0.601584,0.001306
OverlappingObjects,0801,SI,15.1-25.0,Pearson,0.596883,0.000371
OverlappingObjects,0802,SI,15.1-25.0,Cosine,0.506988,0.000711
OverlappingObjects,0802,SI,15.1-25.0,Pearson,0.504311,0.000290
OverlappingObjects,0803,SI,15.1-25.0,Cosine,0.372594,0.000674
OverlappingObjects,0803,SI,15.1-25.0,Pearson,0.369063,0.000277
OverlappingObjects,0804,SI,15.1-25.0,Cosine,0.512149,0.000716
OverlappingObjects,0804,SI,15.1-25.0,Pearson,0.510008,0.000280
OverlappingObjects,0805,SI,15.1-25.0,Cosine,0.752117,0.001925
OverlappingObjects,0805,SI,15.1-25.0,Pearson,0.750650,0.000608
OverlappingObjects,0806,SI,15.1-25.0,Cosine,0.628215,0.001002
OverlappingObjects,0806,SI,15.1-25.0,Pearson,0.625481,0.000332
OverlappingObjects,0807,SI,15.1-25.0,Cosine,0.755346,0.001496
OverlappingObjects,0807,SI,15.1-25.0,Pearson,0.753500,0.000452
OverlappingObjects,0808,SI,15.1-25.0,Cosine,0.442221,0.000706
OverlappingObjects,0808,SI,15.1-25.0,Pearson,0.439719,0.000288
OverlappingObjects,0809,SI,15.1-25.0,Cosine,0.457532,0.000273
OverlappingObjects,0809,SI,15.1-25.0,Pearson,0.451300,0.000166
OverlappingObjects,0810,SI,15.1-25.0,Cosine,0.670218,0.000888
OverlappingObjects,0810,SI,15.1-25.0,Pearson,0.667529,0.000335
OverlappingObjects,0811,SI,15.1-25.0,Cosine,0.593460,0.000533
OverlappingObjects,0811,SI,15.1-25.0,Pearson,0.591552,0.000247
OverlappingObjects,0812,SI,15.1-25.0,Cosine,0.543084,0.000314
OverlappingObjects,0812,SI,15.1-25.0,Pearson,0.540184,0.000201
OverlappingObjects,0813,SI,15.1-25.0,Cosine,0.372870,0.001132
OverlappingObjects,0813,SI,15.1-25.0,Pearson,0.369127,0.000465
OverlappingObjects,0814,SI,15.1-25.0,Cosine,0.547158,0.000487
OverlappingObjects,0814,SI,15.1-25.0,Pearson,0.544972,0.000243
OverlappingObjects,0815,SI,15.1-25.0,Cosine,0.679812,0.000388
OverlappingObjects,0815,SI,15.1-25.0,Pearson,0.677615,0.000197
OverlappingObjects,0816,SI,15.1-25.0,Cosine,0.493879,0.000398
OverlappingObjects,0816,SI,15.1-25.0,Pearson,0.490253,0.000199
OverlappingObjects,0817,SI,15.1-25.0,Cosine,0.478634,0.000370
OverlappingObjects,0817,SI,15.1-25.0,Pearson,0.472551,0.000199
OverlappingObjects,0818,SI,15.1-25.0,Cosine,0.543877,0.001545
OverlappingObjects,0818,SI,15.1-25.0,Pearson,0.538625,0.000396
OverlappingObjects,0819,SI,15.1-25.0,Cosine,0.553866,0.000896
OverlappingObjects,0819,SI,15.1-25.0,Pearson,0.550402,0.000299
OverlappingObjects,0820,SI,15.1-25.0,Cosine,0.537609,0.001235
OverlappingObjects,0820,SI,15.1-25.0,Pearson,0.532903,0.000360
OverlappingObjects,0821,SI,15.1-25.0,Cosine,0.668343,0.000908
OverlappingObjects,0821,SI,15.1-25.0,Pearson,0.666254,0.000301
OverlappingObjects,0822,SI,15.1-25.0,Cosine,0.632314,0.000483
OverlappingObjects,0822,SI,15.1-25.0,Pearson,0.629745,0.000218
OverlappingObjects,0823,SI,15.1-25.0,Cosine,0.722894,0.000380
OverlappingObjects,0823,SI,15.1-25.0,Pearson,0.721935,0.000218
OverlappingObjects,0824,SI,15.1-25.0,Cosine,0.391260,0.000387
OverlappingObjects,0824,SI,15.1-25.0,Pearson,0.388309,0.000192
OverlappingObjects,0825,SI,15.1-25.0,Cosine,0.729285,0.001736
OverlappingObjects,0825,SI,15.1-25.0,Pearson,0.726613,0.000491
OverlappingObjects,0826,SI,15.1-25.0,Cosine,0.616647,0.002311
OverlappingObjects,0826,SI,15.1-25.0,Pearson,0.612279,0.000561
OverlappingObjects,0827,SI,15.1-25.0,Cosine,0.694040,0.001273
OverlappingObjects,0827,SI,15.1-25.0,Pearson,0.691313,0.000434
OverlappingObjects,0828,SI,15.1-25.0,Cosine,0.668106,0.002895
OverlappingObjects,0828,SI,15.1-25.0,Pearson,0.664657,0.000728
OverlappingObjects,0829,SI,15.1-25.0,Cosine,0.178952,0.000430
OverlappingObjects,0829,SI,15.1-25.0,Pearson,0.165223,0.000185
OverlappingObjects,0830,SI,15.1-25.0,Cosine,0.646820,0.000724
OverlappingObjects,0830,SI,15.1-25.0,Pearson,0.644033,0.000261
OverlappingObjects,0831,SI,15.1-25.0,Cosine,0.493225,0.000843
OverlappingObjects,0831,SI,15.1-25.0,Pearson,0.486712,0.000287
OverlappingObjects,0832,SI,15.1-25.0,Cosine,0.706683,0.001279
OverlappingObjects,0832,SI,15.1-25.0,Pearson,0.704390,0.000421
OverlappingObjects,0833,SI,15.1-25.0,Cosine,0.530766,0.002095
OverlappingObjects,0833,SI,15.1-25.0,Pearson,0.525096,0.000591
OverlappingObjects,0834,SI,15.1-25.0,Cosine,0.663630,0.002035
OverlappingObjects,0834,SI,15.1-25.0,Pearson,0.660160,0.000547
OverlappingObjects,0835,SI,15.1-25.0,Cosine,0.578061,0.000669
OverlappingObjects,0835,SI,15.1-25.0,Pearson,0.575951,0.000278
OverlappingObjects,0836,SI,15.1-25.0,Cosine,0.583769,0.000562
OverlappingObjects,0836,SI,15.1-25.0,Pearson,0.582014,0.000281
OverlappingObjects,0837,SI,15.1-25.0,Cosine,0.618782,0.000277
OverlappingObjects,0837,SI,15.1-25.0,Pearson,0.616453,0.000160
OverlappingObjects,0838,SI,15.1-25.0,Cosine,0.711405,0.001520
OverlappingObjects,0838,SI,15.1-25.0,Pearson,0.709157,0.000576
OverlappingObjects,0839,SI,15.1-25.0,Cosine,0.642976,0.001623
OverlappingObjects,0839,SI,15.1-25.0,Pearson,0.639430,0.000492
OverlappingObjects,0840,SI,15.1-25.0,Cosine,0.682697,0.001498
OverlappingObjects,0840,SI,15.1-25.0,Pearson,0.679644,0.000469
OverlappingObjects,0841,SI,15.1-25.0,Cosine,0.709658,0.001213
OverlappingObjects,0841,SI,15.1-25.0,Pearson,0.707460,0.000414
OverlappingObjects,0842,SI,15.1-25.0,Cosine,0.719932,0.001194
OverlappingObjects,0842,SI,15.1-25.0,Pearson,0.717624,0.000374
OverlappingObjects,0843,SI,15.1-25.0,Cosine,0.690451,0.001766
OverlappingObjects,0843,SI,15.1-25.0,Pearson,0.687313,0.000519
OverlappingObjects,0844,SI,15.1-25.0,Cosine,0.749054,0.000534
OverlappingObjects,0844,SI,15.1-25.0,Pearson,0.747908,0.000245
OverlappingObjects,0845,SI,15.1-25.0,Cosine,0.700812,0.000936
OverlappingObjects,0845,SI,15.1-25.0,Pearson,0.699494,0.000344
OverlappingObjects,0846,SI,15.1-25.0,Cosine,0.417899,0.000883
OverlappingObjects,0846,SI,15.1-25.0,Pearson,0.412811,0.000299
OverlappingObjects,0847,SI,15.1-25.0,Cosine,0.484678,0.001136
OverlappingObjects,0847,SI,15.1-25.0,Pearson,0.480204,0.000376
OverlappingObjects,0848,SI,15.1-25.0,Cosine,0.385058,0.001022
OverlappingObjects,0848,SI,15.1-25.0,Pearson,0.377131,0.000312
OverlappingObjects,0849,SI,15.1-25.0,Cosine,0.328710,0.000526
OverlappingObjects,0849,SI,15.1-25.0,Pearson,0.324204,0.000244
OverlappingObjects,0850,SI,15.1-25.0,Cosine,0.536428,0.000757
OverlappingObjects,0850,SI,15.1-25.0,Pearson,0.532498,0.000263
OverlappingObjects,0851,SI,15.1-25.0,Cosine,0.386162,0.001391
OverlappingObjects,0851,SI,15.1-25.0,Pearson,0.373128,0.000306
OverlappingObjects,0852,SI,15.1-25.0,Cosine,0.534716,0.000423
OverlappingObjects,0852,SI,15.1-25.0,Pearson,0.531801,0.000210
OverlappingObjects,0853,SI,15.1-25.0,Cosine,0.505288,0.000745
OverlappingObjects,0853,SI,15.1-25.0,Pearson,0.501665,0.000290
OverlappingObjects,0854,SI,15.1-25.0,Cosine,0.683446,0.001093
OverlappingObjects,0854,SI,15.1-25.0,Pearson,0.680894,0.000349
OverlappingObjects,0855,SI,15.1-25.0,Cosine,0.699044,0.000498
OverlappingObjects,0855,SI,15.1-25.0,Pearson,0.697385,0.000228
OverlappingObjects,0856,SI,15.1-25.0,Cosine,0.574144,0.000449
OverlappingObjects,0856,SI,15.1-25.0,Pearson,0.570656,0.000203
OverlappingObjects,0857,SI,15.1-25.0,Cosine,0.505253,0.000662
OverlappingObjects,0857,SI,15.1-25.0,Pearson,0.499946,0.000245
OverlappingObjects,0858,SI,15.1-25.0,Cosine,0.628363,0.002090
OverlappingObjects,0858,SI,15.1-25.0,Pearson,0.624453,0.000578
OverlappingObjects,0859,SI,15.1-25.0,Cosine,0.697536,0.006144
OverlappingObjects,0859,SI,15.1-25.0,Pearson,0.693569,0.001423
OverlappingObjects,0860,SI,15.1-25.0,Cosine,0.595882,0.001654
OverlappingObjects,0860,SI,15.1-25.0,Pearson,0.592072,0.000490
OverlappingObjects,0861,SI,15.1-25.0,Cosine,0.693208,0.001243
OverlappingObjects,0861,SI,15.1-25.0,Pearson,0.691434,0.000444
OverlappingObjects,0862,SI,15.1-25.0,Cosine,0.614147,0.001206
OverlappingObjects,0862,SI,15.1-25.0,Pearson,0.609557,0.000375
OverlappingObjects,0863,SI,15.1-25.0,Cosine,0.674035,0.001255
OverlappingObjects,0863,SI,15.1-25.0,Pearson,0.672054,0.000417
OverlappingObjects,0864,SI,15.1-25.0,Cosine,0.485150,0.003289
OverlappingObjects,0864,SI,15.1-25.0,Pearson,0.474147,0.000647
OverlappingObjects,0865,SI,15.1-25.0,Cosine,0.520685,0.001075
OverlappingObjects,0865,SI,15.1-25.0,Pearson,0.516822,0.000341
OverlappingObjects,0866,SI,15.1-25.0,Cosine,0.602033,0.001124
OverlappingObjects,0866,SI,15.1-25.0,Pearson,0.599992,0.000390
OverlappingObjects,0867,SI,15.1-25.0,Cosine,0.576683,0.000978
OverlappingObjects,0867,SI,15.1-25.0,Pearson,0.574166,0.000370
OverlappingObjects,0868,SI,15.1-25.0,Cosine,0.698305,0.001031
OverlappingObjects,0868,SI,15.1-25.0,Pearson,0.695991,0.000336
OverlappingObjects,0869,SI,15.1-25.0,Cosine,0.478179,0.001300
OverlappingObjects,0869,SI,15.1-25.0,Pearson,0.473211,0.000383
OverlappingObjects,0870,SI,15.1-25.0,Cosine,0.692520,0.001604
OverlappingObjects,0870,SI,15.1-25.0,Pearson,0.689331,0.000426
OverlappingObjects,0871,SI,15.1-25.0,Cosine,0.636234,0.001685
OverlappingObjects,0871,SI,15.1-25.0,Pearson,0.633539,0.000498
OverlappingObjects,0872,SI,15.1-25.0,Cosine,0.588243,0.007036
OverlappingObjects,0872,SI,15.1-25.0,Pearson,0.579777,0.001281
OverlappingObjects,0873,SI,15.1-25.0,Cosine,0.556642,0.000970
OverlappingObjects,0873,SI,15.1-25.0,Pearson,0.553466,0.000319
OverlappingObjects,0874,SI,15.1-25.0,Cosine,0.667457,0.004035
OverlappingObjects,0874,SI,15.1-25.0,Pearson,0.663435,0.000994
OverlappingObjects,0875,SI,15.1-25.0,Cosine,0.642056,0.000534
OverlappingObjects,0875,SI,15.1-25.0,Pearson,0.640501,0.000253
OverlappingObjects,0876,SI,15.1-25.0,Cosine,0.426940,0.000798
OverlappingObjects,0876,SI,15.1-25.0,Pearson,0.423160,0.000268
OverlappingObjects,0877,SI,15.1-25.0,Cosine,0.660530,0.002094
OverlappingObjects,0877,SI,15.1-25.0,Pearson,0.656684,0.000473
OverlappingObjects,0878,SI,15.1-25.0,Cosine,0.449416,0.000857
OverlappingObjects,0878,SI,15.1-25.0,Pearson,0.439824,0.000254
OverlappingObjects,0879,SI,15.1-25.0,Cosine,0.471593,0.000579
OverlappingObjects,0879,SI,15.1-25.0,Pearson,0.465915,0.000226
OverlappingObjects,0880,SI,15.1-25.0,Cosine,0.633374,0.001036
OverlappingObjects,0880,SI,15.1-25.0,Pearson,0.631258,0.000376
OverlappingObjects,0881,SI,15.1-25.0,Cosine,0.518945,0.000598
OverlappingObjects,0881,SI,15.1-25.0,Pearson,0.512013,0.000246
OverlappingObjects,0882,SI,15.1-25.0,Cosine,0.591031,0.000463
OverlappingObjects,0882,SI,15.1-25.0,Pearson,0.587336,0.000204
OverlappingObjects,0883,SI,15.1-25.0,Cosine,0.519190,0.000804
OverlappingObjects,0883,SI,15.1-25.0,Pearson,0.516303,0.000292
OverlappingObjects,0884,SI,15.1-25.0,Cosine,0.708346,0.000731
OverlappingObjects,0884,SI,15.1-25.0,Pearson,0.707638,0.000307
OverlappingObjects,0885,SI,15.1-25.0,Cosine,0.580225,0.000693
OverlappingObjects,0885,SI,15.1-25.0,Pearson,0.577618,0.000277
OverlappingObjects,0886,SI,15.1-25.0,Cosine,0.522622,0.000827
OverlappingObjects,0886,SI,15.1-25.0,Pearson,0.516394,0.000291
OverlappingObjects,0887,SI,15.1-25.0,Cosine,0.679570,0.000578
OverlappingObjects,0887,SI,15.1-25.0,Pearson,0.678550,0.000252
OverlappingObjects,0888,SI,15.1-25.0,Cosine,0.679439,0.005977
OverlappingObjects,0888,SI,15.1-25.0,Pearson,0.676091,0.001450
OverlappingObjects,0889,SI,15.1-25.0,Cosine,0.453436,0.000397
OverlappingObjects,0889,SI,15.1-25.0,Pearson,0.447427,0.000202
OverlappingObjects,0890,SI,15.1-25.0,Cosine,0.542715,0.000451
OverlappingObjects,0890,SI,15.1-25.0,Pearson,0.538336,0.000200
OverlappingObjects,0891,SI,15.1-25.0,Cosine,0.523620,0.000345
OverlappingObjects,0891,SI,15.1-25.0,Pearson,0.521432,0.000206
OverlappingObjects,0892,SI,15.1-25.0,Cosine,0.726349,0.000719
OverlappingObjects,0892,SI,15.1-25.0,Pearson,0.725152,0.000284
OverlappingObjects,0893,SI,15.1-25.0,Cosine,0.713127,0.001241
OverlappingObjects,0893,SI,15.1-25.0,Pearson,0.711223,0.000413
OverlappingObjects,0894,SI,15.1-25.0,Cosine,0.585787,0.003646
OverlappingObjects,0894,SI,15.1-25.0,Pearson,0.581379,0.000841
OverlappingObjects,0895,SI,15.1-25.0,Cosine,0.608285,0.002164
OverlappingObjects,0895,SI,15.1-25.0,Pearson,0.602024,0.000546
OverlappingObjects,0896,SI,15.1-25.0,Cosine,0.626907,0.000356
OverlappingObjects,0896,SI,15.1-25.0,Pearson,0.623820,0.000188
OverlappingObjects,0897,SI,15.1-25.0,Cosine,0.699364,0.001101
OverlappingObjects,0897,SI,15.1-25.0,Pearson,0.696930,0.000348
OverlappingObjects,0898,SI,15.1-25.0,Cosine,0.709307,0.003821
OverlappingObjects,0898,SI,15.1-25.0,Pearson,0.706101,0.000907
OverlappingObjects,0899,SI,15.1-25.0,Cosine,0.634778,0.001030
OverlappingObjects,0899,SI,15.1-25.0,Pearson,0.631697,0.000342
OverlappingObjects,0900,SI,15.1-25.0,Cosine,0.661531,0.001186
OverlappingObjects,0900,SI,15.1-25.0,Pearson,0.659043,0.000391
OverlappingObjects,0901,SI,15.1-25.0,Cosine,0.652700,0.000441
OverlappingObjects,0901,SI,15.1-25.0,Pearson,0.649899,0.000206
OverlappingObjects,0902,SI,15.1-25.0,Cosine,0.759036,0.000967
OverlappingObjects,0902,SI,15.1-25.0,Pearson,0.758305,0.000363
OverlappingObjects,0903,SI,15.1-25.0,Cosine,0.674051,0.002053
OverlappingObjects,0903,SI,15.1-25.0,Pearson,0.671793,0.000646
OverlappingObjects,0904,SI,15.1-25.0,Cosine,0.699795,0.002673
OverlappingObjects,0904,SI,15.1-25.0,Pearson,0.696443,0.000714
OverlappingObjects,0905,SI,15.1-25.0,Cosine,0.285005,0.000463
OverlappingObjects,0905,SI,15.1-25.0,Pearson,0.281606,0.000207
OverlappingObjects,0906,SI,15.1-25.0,Cosine,0.379353,0.000410
OverlappingObjects,0906,SI,15.1-25.0,Pearson,0.376742,0.000199
OverlappingObjects,0907,SI,15.1-25.0,Cosine,0.563340,0.000451
OverlappingObjects,0907,SI,15.1-25.0,Pearson,0.561840,0.000216
OverlappingObjects,0908,SI,15.1-25.0,Cosine,0.680148,0.001171
OverlappingObjects,0908,SI,15.1-25.0,Pearson,0.677209,0.000350
OverlappingObjects,0909,SI,15.1-25.0,Cosine,0.190658,0.000304
OverlappingObjects,0909,SI,15.1-25.0,Pearson,0.179455,0.000180
OverlappingObjects,0910,SI,15.1-25.0,Cosine,0.545982,0.000172
OverlappingObjects,0910,SI,15.1-25.0,Pearson,0.543789,0.000049
OverlappingObjects,0911,SI,15.1-25.0,Cosine,0.662775,0.000572
OverlappingObjects,0911,SI,15.1-25.0,Pearson,0.659959,0.000250
OverlappingObjects,0912,SI,15.1-25.0,Cosine,0.381054,0.000186
OverlappingObjects,0912,SI,15.1-25.0,Pearson,0.378157,0.000053
OverlappingObjects,0913,SI,15.1-25.0,Cosine,0.608073,0.000251
OverlappingObjects,0913,SI,15.1-25.0,Pearson,0.606522,0.000171
OverlappingObjects,0914,SI,15.1-25.0,Cosine,0.361081,0.000336
OverlappingObjects,0914,SI,15.1-25.0,Pearson,0.357076,0.000193
OverlappingObjects,0915,SI,15.1-25.0,Cosine,0.636315,0.000745
OverlappingObjects,0915,SI,15.1-25.0,Pearson,0.633653,0.000281
OverlappingObjects,0916,SI,15.1-25.0,Cosine,0.332183,0.000279
