dataset,object,descriptor,category,time
TwistedObjectsDataset,0039,3DSC,10,0.463020772
TwistedObjectsDataset,0039,FPFH,10,2.85385985
TwistedObjectsDataset,0039,QUICCI,10,0.044503911
TwistedObjectsDataset,0039,RICI,10,0.043508803
TwistedObjectsDataset,0039,SI,10,0.198089102
TwistedObjectsDataset,0040,3DSC,10,1.068763868
TwistedObjectsDataset,0040,FPFH,10,2.827497519
TwistedObjectsDataset,0040,QUICCI,10,0.072693511
TwistedObjectsDataset,0040,RICI,10,0.075079358
TwistedObjectsDataset,0040,SI,10,0.329668439
TwistedObjectsDataset,0041,3DSC,10,1.645073776
TwistedObjectsDataset,0041,FPFH,10,4.98782955
TwistedObjectsDataset,0041,QUICCI,10,0.049837886
TwistedObjectsDataset,0041,RICI,10,0.049071556
TwistedObjectsDataset,0041,SI,10,0.282122081
TwistedObjectsDataset,0042,3DSC,10,1.261971366
TwistedObjectsDataset,0042,FPFH,10,4.956156215
TwistedObjectsDataset,0042,QUICCI,10,0.226563241
TwistedObjectsDataset,0042,RICI,10,0.198418822
TwistedObjectsDataset,0042,SI,10,0.727926282
TwistedObjectsDataset,0043,3DSC,10,0.506028335
TwistedObjectsDataset,0043,FPFH,10,7.022984378
TwistedObjectsDataset,0043,QUICCI,10,0.039187827
TwistedObjectsDataset,0043,RICI,10,0.039461707
TwistedObjectsDataset,0043,SI,10,0.252237393
TwistedObjectsDataset,0044,3DSC,10,0.53803101
TwistedObjectsDataset,0044,FPFH,10,5.911832317
TwistedObjectsDataset,0044,QUICCI,10,0.022336355
TwistedObjectsDataset,0044,RICI,10,0.021835016
TwistedObjectsDataset,0044,SI,10,0.132157535
TwistedObjectsDataset,0045,3DSC,10,1.415213357
TwistedObjectsDataset,0045,FPFH,10,1.797406089
TwistedObjectsDataset,0045,QUICCI,10,0.023406534
TwistedObjectsDataset,0045,RICI,10,0.022926285
TwistedObjectsDataset,0045,SI,10,0.132762484
TwistedObjectsDataset,0046,3DSC,10,0.752942524
TwistedObjectsDataset,0046,FPFH,10,5.138856034
TwistedObjectsDataset,0046,QUICCI,10,0.068800455
TwistedObjectsDataset,0046,RICI,10,0.067329517
TwistedObjectsDataset,0046,SI,10,0.36481297
TwistedObjectsDataset,0047,3DSC,10,1.66828503
TwistedObjectsDataset,0047,FPFH,10,4.159039598
TwistedObjectsDataset,0047,QUICCI,10,0.040232856
TwistedObjectsDataset,0047,RICI,10,0.039496837
TwistedObjectsDataset,0047,SI,10,0.303566027
TwistedObjectsDataset,0048,3DSC,10,2.406356871
TwistedObjectsDataset,0048,FPFH,10,3.642305615
TwistedObjectsDataset,0048,QUICCI,10,0.071289492
TwistedObjectsDataset,0048,RICI,10,0.016623802
TwistedObjectsDataset,0048,SI,10,0.387927394
TwistedObjectsDataset,0049,3DSC,10,1.640161341
TwistedObjectsDataset,0049,FPFH,10,5.923569884
TwistedObjectsDataset,0049,QUICCI,10,0.049821126
TwistedObjectsDataset,0049,RICI,10,0.049424616
TwistedObjectsDataset,0049,SI,10,0.262152872
TwistedObjectsDataset,0050,3DSC,10,2.149523053
TwistedObjectsDataset,0050,FPFH,10,1.243804766
TwistedObjectsDataset,0050,QUICCI,10,0.013306985
TwistedObjectsDataset,0050,RICI,10,0.013031436
TwistedObjectsDataset,0050,SI,10,0.132225065
TwistedObjectsDataset,0051,3DSC,10,1.593505792
TwistedObjectsDataset,0051,FPFH,10,2.690261019
TwistedObjectsDataset,0051,QUICCI,10,0.02721636
TwistedObjectsDataset,0051,RICI,10,0.020375777
TwistedObjectsDataset,0051,SI,10,0.153852172
TwistedObjectsDataset,0052,3DSC,10,1.375739571
TwistedObjectsDataset,0052,FPFH,10,6.551835985
TwistedObjectsDataset,0052,QUICCI,10,0.053080902
TwistedObjectsDataset,0052,RICI,10,0.019365169
TwistedObjectsDataset,0052,SI,10,0.325549503
TwistedObjectsDataset,0053,3DSC,10,1.14914772
TwistedObjectsDataset,0053,FPFH,10,1.785487982
TwistedObjectsDataset,0053,QUICCI,10,0.048726507
TwistedObjectsDataset,0053,RICI,10,0.047874598
TwistedObjectsDataset,0053,SI,10,0.305381585
TwistedObjectsDataset,0054,3DSC,10,1.069354837
TwistedObjectsDataset,0054,FPFH,10,2.000107277
TwistedObjectsDataset,0054,QUICCI,10,0.00954591
TwistedObjectsDataset,0054,RICI,10,0.000538419
TwistedObjectsDataset,0054,SI,10,0.039485977
TwistedObjectsDataset,0055,3DSC,10,1.235992544
TwistedObjectsDataset,0055,FPFH,10,2.101628345
TwistedObjectsDataset,0055,QUICCI,10,0.008804031
TwistedObjectsDataset,0055,RICI,10,0.001789958
