dataset,object,descriptor,category,time
RandomVertexDisplacedObjectsDataset,0070,QUICCI,0.0001,0.00046031
RandomVertexDisplacedObjectsDataset,0070,RICI,0.0001,0.00044397
RandomVertexDisplacedObjectsDataset,0070,SI,0.0001,0.018884839
RandomVertexDisplacedObjectsDataset,0071,3DSC,0.0001,0.556990989
RandomVertexDisplacedObjectsDataset,0071,FPFH,0.0001,3.027750839
RandomVertexDisplacedObjectsDataset,0071,QUICCI,0.0001,0.002863427
RandomVertexDisplacedObjectsDataset,0071,RICI,0.0001,0.011889747
RandomVertexDisplacedObjectsDataset,0071,SI,0.0001,0.055127949
RandomVertexDisplacedObjectsDataset,0072,3DSC,0.0001,1.304753329
RandomVertexDisplacedObjectsDataset,0072,FPFH,0.0001,2.337533356
RandomVertexDisplacedObjectsDataset,0072,QUICCI,0.0001,0.063024621
RandomVertexDisplacedObjectsDataset,0072,RICI,0.0001,0.062025382
RandomVertexDisplacedObjectsDataset,0072,SI,0.0001,0.312720497
RandomVertexDisplacedObjectsDataset,0073,3DSC,0.0001,0.752353135
RandomVertexDisplacedObjectsDataset,0073,FPFH,0.0001,1.684186303
RandomVertexDisplacedObjectsDataset,0073,QUICCI,0.0001,0.016291862
RandomVertexDisplacedObjectsDataset,0073,RICI,0.0001,0.013581585
RandomVertexDisplacedObjectsDataset,0073,SI,0.0001,0.134719063
