dataset,object,descriptor,category,time
OverlappingObjects,0860,SI,25.1-35.0,0.085683336
OverlappingObjects,0861,3DSC,25.1-35.0,0.445761961
OverlappingObjects,0861,FPFH,25.1-35.0,2.00653728
OverlappingObjects,0861,QUICCI,25.1-35.0,0.029406918
OverlappingObjects,0861,RICI,25.1-35.0,0.028683729
OverlappingObjects,0861,SI,25.1-35.0,0.140148666
OverlappingObjects,0862,3DSC,25.1-35.0,0.437202171
OverlappingObjects,0862,FPFH,25.1-35.0,1.564582884
OverlappingObjects,0862,QUICCI,25.1-35.0,0.012139097
OverlappingObjects,0862,RICI,25.1-35.0,0.011686257
OverlappingObjects,0862,SI,25.1-35.0,0.077241545
OverlappingObjects,0863,3DSC,25.1-35.0,0.436010992
OverlappingObjects,0863,FPFH,25.1-35.0,1.674055414
OverlappingObjects,0863,QUICCI,25.1-35.0,0.018473339
OverlappingObjects,0863,RICI,25.1-35.0,0.017858491
OverlappingObjects,0863,SI,25.1-35.0,0.112578296
OverlappingObjects,0864,3DSC,25.1-35.0,0.493008129
OverlappingObjects,0864,FPFH,25.1-35.0,2.643296431
OverlappingObjects,0864,QUICCI,25.1-35.0,0.072027131
OverlappingObjects,0864,RICI,25.1-35.0,0.071160622
OverlappingObjects,0864,SI,25.1-35.0,0.152054583
OverlappingObjects,0865,3DSC,25.1-35.0,0.494525447
OverlappingObjects,0865,FPFH,25.1-35.0,1.784712973
OverlappingObjects,0865,QUICCI,25.1-35.0,0.022663715
OverlappingObjects,0865,RICI,25.1-35.0,0.021961176
OverlappingObjects,0865,SI,25.1-35.0,0.116234813
OverlappingObjects,0866,3DSC,25.1-35.0,0.483884319
OverlappingObjects,0866,FPFH,25.1-35.0,1.672622236
OverlappingObjects,0866,QUICCI,25.1-35.0,0.017421221
OverlappingObjects,0866,RICI,25.1-35.0,0.016767242
OverlappingObjects,0866,SI,25.1-35.0,0.114991384
OverlappingObjects,0867,3DSC,25.1-35.0,0.512453718
OverlappingObjects,0867,FPFH,25.1-35.0,2.009311936
OverlappingObjects,0867,QUICCI,25.1-35.0,0.033330314
OverlappingObjects,0867,RICI,25.1-35.0,0.032041235
OverlappingObjects,0867,SI,25.1-35.0,0.151028755
OverlappingObjects,0868,3DSC,25.1-35.0,0.450002787
OverlappingObjects,0868,FPFH,25.1-35.0,1.456230063
OverlappingObjects,0868,QUICCI,25.1-35.0,0.0092646
OverlappingObjects,0868,RICI,25.1-35.0,0.00890979
OverlappingObjects,0868,SI,25.1-35.0,0.087597124
OverlappingObjects,0869,3DSC,25.1-35.0,0.389681563
OverlappingObjects,0869,FPFH,25.1-35.0,1.563449295
OverlappingObjects,0869,QUICCI,25.1-35.0,0.014758534
OverlappingObjects,0869,RICI,25.1-35.0,0.013924355
OverlappingObjects,0869,SI,25.1-35.0,0.081203981
OverlappingObjects,0870,3DSC,25.1-35.0,0.491990561
OverlappingObjects,0870,FPFH,25.1-35.0,1.890866837
OverlappingObjects,0870,QUICCI,25.1-35.0,0.02697982
OverlappingObjects,0870,RICI,25.1-35.0,0.026196901
OverlappingObjects,0870,SI,25.1-35.0,0.118894969
OverlappingObjects,0871,3DSC,25.1-35.0,0.626474963
OverlappingObjects,0871,FPFH,25.1-35.0,2.653863109
OverlappingObjects,0871,QUICCI,25.1-35.0,0.076233156
OverlappingObjects,0871,RICI,25.1-35.0,0.074888707
OverlappingObjects,0871,SI,25.1-35.0,0.21854972
OverlappingObjects,0872,3DSC,25.1-35.0,0.852300316
OverlappingObjects,0872,FPFH,25.1-35.0,4.256391391
OverlappingObjects,0872,QUICCI,25.1-35.0,0.268636655
OverlappingObjects,0872,RICI,25.1-35.0,0.267898167
OverlappingObjects,0872,SI,25.1-35.0,0.299396332
OverlappingObjects,0873,3DSC,25.1-35.0,0.470058635
OverlappingObjects,0873,FPFH,25.1-35.0,1.899320857
OverlappingObjects,0873,QUICCI,25.1-35.0,0.028492389
OverlappingObjects,0873,RICI,25.1-35.0,0.02751735
OverlappingObjects,0873,SI,25.1-35.0,0.130164337
OverlappingObjects,0874,3DSC,25.1-35.0,0.861784215
OverlappingObjects,0874,FPFH,25.1-35.0,4.046133662
OverlappingObjects,0874,QUICCI,25.1-35.0,0.240079856
OverlappingObjects,0874,RICI,25.1-35.0,0.23747972
OverlappingObjects,0874,SI,25.1-35.0,0.32811831
OverlappingObjects,0875,3DSC,25.1-35.0,0.432624835
OverlappingObjects,0875,FPFH,25.1-35.0,1.241048149
OverlappingObjects,0875,QUICCI,25.1-35.0,0.003552156
OverlappingObjects,0875,RICI,25.1-35.0,0.003322496
OverlappingObjects,0875,SI,25.1-35.0,0.045840669
OverlappingObjects,0876,3DSC,25.1-35.0,0.514324636
OverlappingObjects,0876,FPFH,25.1-35.0,1.888799238
OverlappingObjects,0876,QUICCI,25.1-35.0,0.024716593
OverlappingObjects,0876,RICI,25.1-35.0,0.024177533
OverlappingObjects,0876,SI,25.1-35.0,0.116263492
OverlappingObjects,0877,3DSC,25.1-35.0,0.379438254
OverlappingObjects,0877,FPFH,25.1-35.0,1.88733482
OverlappingObjects,0877,QUICCI,25.1-35.0,0.023396865
OverlappingObjects,0877,RICI,25.1-35.0,0.022863575
OverlappingObjects,0877,SI,25.1-35.0,0.0913932
OverlappingObjects,0878,3DSC,25.1-35.0,0.652795534
OverlappingObjects,0878,FPFH,25.1-35.0,3.425248513
OverlappingObjects,0878,QUICCI,25.1-35.0,0.147203959
OverlappingObjects,0878,RICI,25.1-35.0,0.145037891
OverlappingObjects,0878,SI,25.1-35.0,0.225014934
OverlappingObjects,0879,3DSC,25.1-35.0,0.496311965
OverlappingObjects,0879,FPFH,25.1-35.0,2.007798898
OverlappingObjects,0879,QUICCI,25.1-35.0,0.033749893
OverlappingObjects,0879,RICI,25.1-35.0,0.032863954
OverlappingObjects,0879,SI,25.1-35.0,0.120044509
OverlappingObjects,0880,3DSC,25.1-35.0,0.414797005
OverlappingObjects,0880,FPFH,25.1-35.0,1.454758604
OverlappingObjects,0880,QUICCI,25.1-35.0,0.008429931
OverlappingObjects,0880,RICI,25.1-35.0,0.009884829
OverlappingObjects,0880,SI,25.1-35.0,0.074063948
OverlappingObjects,0881,3DSC,25.1-35.0,1.053211575
OverlappingObjects,0881,FPFH,25.1-35.0,5.193757104
OverlappingObjects,0881,QUICCI,25.1-35.0,0.434209134
OverlappingObjects,0881,RICI,25.1-35.0,0.430074198
OverlappingObjects,0881,SI,25.1-35.0,0.398597943
OverlappingObjects,0882,3DSC,25.1-35.0,0.5102407
OverlappingObjects,0882,FPFH,25.1-35.0,2.229661645
OverlappingObjects,0882,QUICCI,25.1-35.0,0.040862506
OverlappingObjects,0882,RICI,25.1-35.0,0.039828266
OverlappingObjects,0882,SI,25.1-35.0,0.148793397
OverlappingObjects,0883,3DSC,25.1-35.0,0.326681021
OverlappingObjects,0883,FPFH,25.1-35.0,1.242382378
OverlappingObjects,0883,QUICCI,25.1-35.0,0.004897295
OverlappingObjects,0883,RICI,25.1-35.0,0.0084745
OverlappingObjects,0883,SI,25.1-35.0,0.044233001
OverlappingObjects,0884,3DSC,25.1-35.0,0.415012255
OverlappingObjects,0884,FPFH,25.1-35.0,1.671155777
OverlappingObjects,0884,QUICCI,25.1-35.0,0.014729214
OverlappingObjects,0884,RICI,25.1-35.0,0.014204864
OverlappingObjects,0884,SI,25.1-35.0,0.099718911
OverlappingObjects,0885,3DSC,25.1-35.0,0.407768062
OverlappingObjects,0885,FPFH,25.1-35.0,1.348393001
OverlappingObjects,0885,QUICCI,25.1-35.0,0.006558293
OverlappingObjects,0885,RICI,25.1-35.0,0.006221954
OverlappingObjects,0885,SI,25.1-35.0,0.061986712
OverlappingObjects,0886,3DSC,25.1-35.0,0.278366565
OverlappingObjects,0886,FPFH,25.1-35.0,1.241502958
OverlappingObjects,0886,QUICCI,25.1-35.0,0.003936686
OverlappingObjects,0886,RICI,25.1-35.0,0.004381905
OverlappingObjects,0886,SI,25.1-35.0,0.033761763
OverlappingObjects,0887,3DSC,25.1-35.0,0.455021331
OverlappingObjects,0887,FPFH,25.1-35.0,1.571112097
OverlappingObjects,0887,QUICCI,25.1-35.0,0.012556106
OverlappingObjects,0887,RICI,25.1-35.0,0.011949027
OverlappingObjects,0887,SI,25.1-35.0,0.101025299
OverlappingObjects,0888,3DSC,25.1-35.0,1.051368977
OverlappingObjects,0888,FPFH,25.1-35.0,5.121069443
OverlappingObjects,0888,QUICCI,25.1-35.0,0.433406414
OverlappingObjects,0888,RICI,25.1-35.0,0.431493667
OverlappingObjects,0888,SI,25.1-35.0,0.450265396
OverlappingObjects,0889,3DSC,25.1-35.0,0.280546373
OverlappingObjects,0889,FPFH,25.1-35.0,1.785668102
OverlappingObjects,0889,QUICCI,25.1-35.0,0.021792246
OverlappingObjects,0889,RICI,25.1-35.0,0.021099257
OverlappingObjects,0889,SI,25.1-35.0,0.071202002
OverlappingObjects,0890,3DSC,25.1-35.0,0.34668817
OverlappingObjects,0890,FPFH,25.1-35.0,1.783296054
OverlappingObjects,0890,QUICCI,25.1-35.0,0.020005398
OverlappingObjects,0890,RICI,25.1-35.0,0.019239269
OverlappingObjects,0890,SI,25.1-35.0,0.09114936
OverlappingObjects,0891,3DSC,25.1-35.0,0.494539078
OverlappingObjects,0891,FPFH,25.1-35.0,1.787622969
OverlappingObjects,0891,QUICCI,25.1-35.0,0.019416839
OverlappingObjects,0891,RICI,25.1-35.0,0.018830519
OverlappingObjects,0891,SI,25.1-35.0,0.103319547
OverlappingObjects,0892,3DSC,25.1-35.0,0.407686403
OverlappingObjects,0892,FPFH,25.1-35.0,1.237705673
OverlappingObjects,0892,QUICCI,25.1-35.0,0.003332676
OverlappingObjects,0892,RICI,25.1-35.0,0.003185717
OverlappingObjects,0892,SI,25.1-35.0,0.035001291
OverlappingObjects,0893,3DSC,25.1-35.0,0.499486882
OverlappingObjects,0893,FPFH,25.1-35.0,1.88671716
OverlappingObjects,0893,QUICCI,25.1-35.0,0.026736971
OverlappingObjects,0893,RICI,25.1-35.0,0.025816741
OverlappingObjects,0893,SI,25.1-35.0,0.149468576
OverlappingObjects,0894,3DSC,25.1-35.0,0.678480946
OverlappingObjects,0894,FPFH,25.1-35.0,3.184755158
OverlappingObjects,0894,QUICCI,25.1-35.0,0.135170502
OverlappingObjects,0894,RICI,25.1-35.0,0.129549918
OverlappingObjects,0894,SI,25.1-35.0,0.238004929
OverlappingObjects,0895,3DSC,25.1-35.0,0.436770711
OverlappingObjects,0895,FPFH,25.1-35.0,1.9967046
OverlappingObjects,0895,QUICCI,25.1-35.0,0.030205577
OverlappingObjects,0895,RICI,25.1-35.0,0.029227587
OverlappingObjects,0895,SI,25.1-35.0,0.107757422
OverlappingObjects,0896,3DSC,25.1-35.0,0.491873151
OverlappingObjects,0896,FPFH,25.1-35.0,1.90564942
OverlappingObjects,0896,QUICCI,25.1-35.0,0.027867229
OverlappingObjects,0896,RICI,25.1-35.0,0.02694606
OverlappingObjects,0896,SI,25.1-35.0,0.120867147
OverlappingObjects,0897,3DSC,25.1-35.0,0.466772868
OverlappingObjects,0897,FPFH,25.1-35.0,1.455561704
OverlappingObjects,0897,QUICCI,25.1-35.0,0.010620089
OverlappingObjects,0897,RICI,25.1-35.0,0.009290329
OverlappingObjects,0897,SI,25.1-35.0,0.073736819
OverlappingObjects,0898,3DSC,25.1-35.0,0.651954825
OverlappingObjects,0898,FPFH,25.1-35.0,2.914001544
OverlappingObjects,0898,QUICCI,25.1-35.0,0.090075121
OverlappingObjects,0898,RICI,25.1-35.0,0.088558693
OverlappingObjects,0898,SI,25.1-35.0,0.214216205
OverlappingObjects,0899,3DSC,25.1-35.0,0.548409718
OverlappingObjects,0899,FPFH,25.1-35.0,2.221970783
OverlappingObjects,0899,QUICCI,25.1-35.0,0.041965734
OverlappingObjects,0899,RICI,25.1-35.0,0.040717725
OverlappingObjects,0899,SI,25.1-35.0,0.143843852
OverlappingObjects,0900,3DSC,25.1-35.0,0.509257202
OverlappingObjects,0900,FPFH,25.1-35.0,2.432892562
OverlappingObjects,0900,QUICCI,25.1-35.0,0.055947939
OverlappingObjects,0900,RICI,25.1-35.0,0.05472563
OverlappingObjects,0900,SI,25.1-35.0,0.183160719
OverlappingObjects,0901,3DSC,25.1-35.0,0.427615461
OverlappingObjects,0901,FPFH,25.1-35.0,1.243626386
OverlappingObjects,0901,QUICCI,25.1-35.0,0.004261835
OverlappingObjects,0901,RICI,25.1-35.0,0.004058886
OverlappingObjects,0901,SI,25.1-35.0,0.04599267
OverlappingObjects,0902,3DSC,25.1-35.0,0.365585079
OverlappingObjects,0902,FPFH,25.1-35.0,1.453671686
OverlappingObjects,0902,QUICCI,25.1-35.0,0.008075121
OverlappingObjects,0902,RICI,25.1-35.0,0.007598662
OverlappingObjects,0902,SI,25.1-35.0,0.080323182
OverlappingObjects,0903,3DSC,25.1-35.0,0.459254526
OverlappingObjects,0903,FPFH,25.1-35.0,1.998283648
OverlappingObjects,0903,QUICCI,25.1-35.0,0.032743545
OverlappingObjects,0903,RICI,25.1-35.0,0.031920625
OverlappingObjects,0903,SI,25.1-35.0,0.148270238
OverlappingObjects,0904,3DSC,25.1-35.0,0.564236341
OverlappingObjects,0904,FPFH,25.1-35.0,2.431264163
OverlappingObjects,0904,QUICCI,25.1-35.0,0.060303494
OverlappingObjects,0904,RICI,25.1-35.0,0.058991055
OverlappingObjects,0904,SI,25.1-35.0,0.158173287
OverlappingObjects,0905,3DSC,25.1-35.0,0.223976215
OverlappingObjects,0905,FPFH,25.1-35.0,1.133536067
OverlappingObjects,0905,QUICCI,25.1-35.0,0.001955008
OverlappingObjects,0905,RICI,25.1-35.0,0.001809328
OverlappingObjects,0905,SI,25.1-35.0,0.026721811
OverlappingObjects,0906,3DSC,25.1-35.0,0.34623129
OverlappingObjects,0906,FPFH,25.1-35.0,1.241117289
OverlappingObjects,0906,QUICCI,25.1-35.0,0.004297386
OverlappingObjects,0906,RICI,25.1-35.0,0.004097016
OverlappingObjects,0906,SI,25.1-35.0,0.048733136
OverlappingObjects,0907,3DSC,25.1-35.0,0.402311349
OverlappingObjects,0907,FPFH,25.1-35.0,1.349651669
OverlappingObjects,0907,QUICCI,25.1-35.0,0.005406304
OverlappingObjects,0907,RICI,25.1-35.0,0.007083522
OverlappingObjects,0907,SI,25.1-35.0,0.068875644
OverlappingObjects,0908,3DSC,25.1-35.0,0.490717092
OverlappingObjects,0908,FPFH,25.1-35.0,1.894360562
OverlappingObjects,0908,QUICCI,25.1-35.0,0.023829494
OverlappingObjects,0908,RICI,25.1-35.0,0.023311904
OverlappingObjects,0908,SI,25.1-35.0,0.122408366
OverlappingObjects,0909,3DSC,25.1-35.0,0.240146297
OverlappingObjects,0909,FPFH,25.1-35.0,1.464785594
OverlappingObjects,0909,QUICCI,25.1-35.0,0.009921349
OverlappingObjects,0909,RICI,25.1-35.0,0.009554729
OverlappingObjects,0909,SI,25.1-35.0,0.069557714
OverlappingObjects,0910,3DSC,25.1-35.0,0.368162116
OverlappingObjects,0910,FPFH,25.1-35.0,1.4585205
OverlappingObjects,0910,QUICCI,25.1-35.0,0.008176451
OverlappingObjects,0910,RICI,25.1-35.0,0.007517461
OverlappingObjects,0910,SI,25.1-35.0,0.064581789
OverlappingObjects,0911,3DSC,25.1-35.0,0.437163851
OverlappingObjects,0911,FPFH,25.1-35.0,1.582611215
OverlappingObjects,0911,QUICCI,25.1-35.0,0.013799615
OverlappingObjects,0911,RICI,25.1-35.0,0.012481117
OverlappingObjects,0911,SI,25.1-35.0,0.081964421
OverlappingObjects,0912,3DSC,25.1-35.0,0.334822023
OverlappingObjects,0912,FPFH,25.1-35.0,1.782360695
OverlappingObjects,0912,QUICCI,25.1-35.0,0.019723818
OverlappingObjects,0912,RICI,25.1-35.0,0.018964429
OverlappingObjects,0912,SI,25.1-35.0,0.091632049
OverlappingObjects,0913,3DSC,25.1-35.0,0.335252542
OverlappingObjects,0913,FPFH,25.1-35.0,0.920614671
OverlappingObjects,0913,QUICCI,25.1-35.0,0.000503189
OverlappingObjects,0913,RICI,25.1-35.0,0.000486769
OverlappingObjects,0913,SI,25.1-35.0,0.013969235
OverlappingObjects,0914,3DSC,25.1-35.0,0.354634681
OverlappingObjects,0914,FPFH,25.1-35.0,1.455616094
OverlappingObjects,0914,QUICCI,25.1-35.0,0.00960992
OverlappingObjects,0914,RICI,25.1-35.0,0.009247229
OverlappingObjects,0914,SI,25.1-35.0,0.061476813
OverlappingObjects,0915,3DSC,25.1-35.0,0.533484545
OverlappingObjects,0915,FPFH,25.1-35.0,2.336860557
OverlappingObjects,0915,QUICCI,25.1-35.0,0.05393796
OverlappingObjects,0915,RICI,25.1-35.0,0.052640412
OverlappingObjects,0915,SI,25.1-35.0,0.174192429
OverlappingObjects,0916,3DSC,25.1-35.0,0.273799089
OverlappingObjects,0916,FPFH,25.1-35.0,1.133615617
OverlappingObjects,0916,QUICCI,25.1-35.0,0.002678527
OverlappingObjects,0916,RICI,25.1-35.0,0.002531647
OverlappingObjects,0916,SI,25.1-35.0,0.031225055
OverlappingObjects,0917,3DSC,25.1-35.0,0.887061167
OverlappingObjects,0917,FPFH,25.1-35.0,4.474097683
OverlappingObjects,0917,QUICCI,25.1-35.0,0.300148291
OverlappingObjects,0917,RICI,25.1-35.0,0.298448512
OverlappingObjects,0917,SI,25.1-35.0,0.315179504
OverlappingObjects,0918,3DSC,25.1-35.0,0.262447742
OverlappingObjects,0918,FPFH,25.1-35.0,1.024903646
OverlappingObjects,0918,QUICCI,25.1-35.0,0.000735279
OverlappingObjects,0918,RICI,25.1-35.0,0.000694349
OverlappingObjects,0918,SI,25.1-35.0,0.014137334
OverlappingObjects,0919,3DSC,25.1-35.0,0.229042948
OverlappingObjects,0919,FPFH,25.1-35.0,1.455669314
OverlappingObjects,0919,QUICCI,25.1-35.0,0.009444339
OverlappingObjects,0919,RICI,25.1-35.0,0.00908567
OverlappingObjects,0919,SI,25.1-35.0,0.05545183
OverlappingObjects,0920,3DSC,25.1-35.0,0.388026664
OverlappingObjects,0920,FPFH,25.1-35.0,1.135530644
OverlappingObjects,0920,QUICCI,25.1-35.0,0.002422668
OverlappingObjects,0920,RICI,25.1-35.0,0.002191597
OverlappingObjects,0920,SI,25.1-35.0,0.032858263
OverlappingObjects,0921,3DSC,25.1-35.0,0.396672665
OverlappingObjects,0921,FPFH,25.1-35.0,2.013396692
OverlappingObjects,0921,QUICCI,25.1-35.0,0.031719606
OverlappingObjects,0921,RICI,25.1-35.0,0.030796626
OverlappingObjects,0921,SI,25.1-35.0,0.159364605
OverlappingObjects,0922,3DSC,25.1-35.0,0.449176967
OverlappingObjects,0922,FPFH,25.1-35.0,1.674522003
OverlappingObjects,0922,QUICCI,25.1-35.0,0.01869926
OverlappingObjects,0922,RICI,25.1-35.0,0.01784476
OverlappingObjects,0922,SI,25.1-35.0,0.104256626
OverlappingObjects,0923,3DSC,25.1-35.0,0.462314243
OverlappingObjects,0923,FPFH,25.1-35.0,1.023134218
OverlappingObjects,0923,QUICCI,25.1-35.0,0.0006183
OverlappingObjects,0923,RICI,25.1-35.0,0.000582569
OverlappingObjects,0923,SI,25.1-35.0,0.017192261
OverlappingObjects,0924,3DSC,25.1-35.0,0.411772238
OverlappingObjects,0924,FPFH,25.1-35.0,1.355279764
OverlappingObjects,0924,QUICCI,25.1-35.0,0.007405292
OverlappingObjects,0924,RICI,25.1-35.0,0.007158832
OverlappingObjects,0924,SI,25.1-35.0,0.07291166
OverlappingObjects,0925,3DSC,25.1-35.0,0.392667119
OverlappingObjects,0925,FPFH,25.1-35.0,1.245852103
OverlappingObjects,0925,QUICCI,25.1-35.0,0.004677585
OverlappingObjects,0925,RICI,25.1-35.0,0.004505065
OverlappingObjects,0925,SI,25.1-35.0,0.054169581
OverlappingObjects,0926,3DSC,25.1-35.0,0.567430167
OverlappingObjects,0926,FPFH,25.1-35.0,2.322096183
OverlappingObjects,0926,QUICCI,25.1-35.0,0.048406297
OverlappingObjects,0926,RICI,25.1-35.0,0.047171838
OverlappingObjects,0926,SI,25.1-35.0,0.162531182
OverlappingObjects,0927,3DSC,25.1-35.0,0.619634051
OverlappingObjects,0927,FPFH,25.1-35.0,2.54366097
OverlappingObjects,0927,QUICCI,25.1-35.0,0.069030364
OverlappingObjects,0927,RICI,25.1-35.0,0.067372416
OverlappingObjects,0927,SI,25.1-35.0,0.212617877
OverlappingObjects,0928,3DSC,25.1-35.0,0.497696274
OverlappingObjects,0928,FPFH,25.1-35.0,1.888715529
OverlappingObjects,0928,QUICCI,25.1-35.0,0.02709103
OverlappingObjects,0928,RICI,25.1-35.0,0.026271151
OverlappingObjects,0928,SI,25.1-35.0,0.122221195
OverlappingObjects,0929,3DSC,25.1-35.0,0.200450241
OverlappingObjects,0929,FPFH,25.1-35.0,1.134685786
OverlappingObjects,0929,QUICCI,25.1-35.0,0.002446247
OverlappingObjects,0929,RICI,25.1-35.0,0.002230338
OverlappingObjects,0929,SI,25.1-35.0,0.025771522
OverlappingObjects,0930,3DSC,25.1-35.0,0.516934003
OverlappingObjects,0930,FPFH,25.1-35.0,1.894312992
OverlappingObjects,0930,QUICCI,25.1-35.0,0.026303241
OverlappingObjects,0930,RICI,25.1-35.0,0.025316502
OverlappingObjects,0930,SI,25.1-35.0,0.123111165
OverlappingObjects,0931,3DSC,25.1-35.0,0.330323878
OverlappingObjects,0931,FPFH,25.1-35.0,1.351747907
OverlappingObjects,0931,QUICCI,25.1-35.0,0.006252483
OverlappingObjects,0931,RICI,25.1-35.0,0.005918294
OverlappingObjects,0931,SI,25.1-35.0,0.046016089
OverlappingObjects,0932,3DSC,25.1-35.0,0.461262314
OverlappingObjects,0932,FPFH,25.1-35.0,1.68692504
OverlappingObjects,0932,QUICCI,25.1-35.0,0.01863589
OverlappingObjects,0932,RICI,25.1-35.0,0.017900801
OverlappingObjects,0932,SI,25.1-35.0,0.107172412
OverlappingObjects,0933,3DSC,25.1-35.0,0.4193136
OverlappingObjects,0933,FPFH,25.1-35.0,1.784037303
OverlappingObjects,0933,QUICCI,25.1-35.0,0.021194557
OverlappingObjects,0933,RICI,25.1-35.0,0.020534228
OverlappingObjects,0933,SI,25.1-35.0,0.10082376
OverlappingObjects,0934,3DSC,25.1-35.0,0.617159423
OverlappingObjects,0934,FPFH,25.1-35.0,2.541740223
OverlappingObjects,0934,QUICCI,25.1-35.0,0.066752686
OverlappingObjects,0934,RICI,25.1-35.0,0.065485279
OverlappingObjects,0934,SI,25.1-35.0,0.19193949
OverlappingObjects,0935,3DSC,25.1-35.0,0.603699107
OverlappingObjects,0935,FPFH,25.1-35.0,2.650937483
OverlappingObjects,0935,QUICCI,25.1-35.0,0.076511446
OverlappingObjects,0935,RICI,25.1-35.0,0.074782638
OverlappingObjects,0935,SI,25.1-35.0,0.186681935
OverlappingObjects,0936,3DSC,25.1-35.0,0.125100973
OverlappingObjects,0936,FPFH,25.1-35.0,1.025884235
OverlappingObjects,0936,QUICCI,25.1-35.0,0.001070879
OverlappingObjects,0936,RICI,25.1-35.0,0.000996069
OverlappingObjects,0936,SI,25.1-35.0,0.014282625
OverlappingObjects,0937,3DSC,25.1-35.0,0.324011554
OverlappingObjects,0937,FPFH,25.1-35.0,1.140406169
OverlappingObjects,0937,QUICCI,25.1-35.0,0.002868947
OverlappingObjects,0937,RICI,25.1-35.0,0.002697297
OverlappingObjects,0937,SI,25.1-35.0,0.033719893
OverlappingObjects,0938,3DSC,25.1-35.0,0.244115222
OverlappingObjects,0938,FPFH,25.1-35.0,1.243782466
OverlappingObjects,0938,QUICCI,25.1-35.0,0.003906815
OverlappingObjects,0938,RICI,25.1-35.0,0.003752826
OverlappingObjects,0938,SI,25.1-35.0,0.039941737
OverlappingObjects,0939,3DSC,25.1-35.0,0.20048446
OverlappingObjects,0939,FPFH,25.1-35.0,1.027010354
OverlappingObjects,0939,QUICCI,25.1-35.0,0.001026758
OverlappingObjects,0939,RICI,25.1-35.0,0.000956469
OverlappingObjects,0939,SI,25.1-35.0,0.017679471
OverlappingObjects,0940,3DSC,25.1-35.0,0.246782669
OverlappingObjects,0940,FPFH,25.1-35.0,1.132687518
OverlappingObjects,0940,QUICCI,25.1-35.0,0.002147108
OverlappingObjects,0940,RICI,25.1-35.0,0.001947988
OverlappingObjects,0940,SI,25.1-35.0,0.024424793
OverlappingObjects,0941,3DSC,25.1-35.0,0.322943236
OverlappingObjects,0941,FPFH,25.1-35.0,1.45842387
OverlappingObjects,0941,QUICCI,25.1-35.0,0.010023709
OverlappingObjects,0941,RICI,25.1-35.0,0.00956287
OverlappingObjects,0941,SI,25.1-35.0,0.06373322
OverlappingObjects,0942,3DSC,25.1-35.0,0.440179447
OverlappingObjects,0942,FPFH,25.1-35.0,1.350075389
OverlappingObjects,0942,QUICCI,25.1-35.0,0.005823414
OverlappingObjects,0942,RICI,25.1-35.0,0.005580014
OverlappingObjects,0942,SI,25.1-35.0,0.071901951
OverlappingObjects,0943,3DSC,25.1-35.0,0.443493774
OverlappingObjects,0943,FPFH,25.1-35.0,1.568710989
OverlappingObjects,0943,QUICCI,25.1-35.0,0.013287605
OverlappingObjects,0943,RICI,25.1-35.0,0.012273267
OverlappingObjects,0943,SI,25.1-35.0,0.096233134
OverlappingObjects,0944,3DSC,25.1-35.0,0.205621814
OverlappingObjects,0944,FPFH,25.1-35.0,1.031838278
OverlappingObjects,0944,QUICCI,25.1-35.0,0.001397569
OverlappingObjects,0944,RICI,25.1-35.0,0.001294829
OverlappingObjects,0944,SI,25.1-35.0,0.021694397
OverlappingObjects,0945,3DSC,25.1-35.0,0.469630825
OverlappingObjects,0945,FPFH,25.1-35.0,1.350816229
OverlappingObjects,0945,QUICCI,25.1-35.0,0.005550234
OverlappingObjects,0945,RICI,25.1-35.0,0.005306624
OverlappingObjects,0945,SI,25.1-35.0,0.058738076
OverlappingObjects,0946,3DSC,25.1-35.0,0.141049735
OverlappingObjects,0946,FPFH,25.1-35.0,1.160316267
OverlappingObjects,0946,QUICCI,25.1-35.0,0.004049016
OverlappingObjects,0946,RICI,25.1-35.0,0.003936955
OverlappingObjects,0946,SI,25.1-35.0,0.029885737
OverlappingObjects,0947,3DSC,25.1-35.0,0.433792325
OverlappingObjects,0947,FPFH,25.1-35.0,1.464477554
OverlappingObjects,0947,QUICCI,25.1-35.0,0.009655679
OverlappingObjects,0947,RICI,25.1-35.0,0.00928153
OverlappingObjects,0947,SI,25.1-35.0,0.093426058
OverlappingObjects,0948,3DSC,25.1-35.0,0.475194729
OverlappingObjects,0948,FPFH,25.1-35.0,2.227547367
OverlappingObjects,0948,QUICCI,25.1-35.0,0.042034384
OverlappingObjects,0948,RICI,25.1-35.0,0.040928305
OverlappingObjects,0948,SI,25.1-35.0,0.124865523
OverlappingObjects,0949,3DSC,25.1-35.0,0.104846175
OverlappingObjects,0949,FPFH,25.1-35.0,1.126203835
OverlappingObjects,0949,QUICCI,25.1-35.0,0.002126247
OverlappingObjects,0949,RICI,25.1-35.0,0.001916548
OverlappingObjects,0949,SI,25.1-35.0,0.019760949
OverlappingObjects,0950,3DSC,25.1-35.0,0.396562745
OverlappingObjects,0950,FPFH,25.1-35.0,1.356684792
OverlappingObjects,0950,QUICCI,25.1-35.0,0.007373522
OverlappingObjects,0950,RICI,25.1-35.0,0.006959582
OverlappingObjects,0950,SI,25.1-35.0,0.070701302
OverlappingObjects,0951,3DSC,25.1-35.0,0.540009948
OverlappingObjects,0951,FPFH,25.1-35.0,2.323994221
OverlappingObjects,0951,QUICCI,25.1-35.0,0.047759507
OverlappingObjects,0951,RICI,25.1-35.0,0.046519749
OverlappingObjects,0951,SI,25.1-35.0,0.167262317
OverlappingObjects,0952,3DSC,25.1-35.0,0.295141206
